# lambda	calibration	sensitivity
4.006780999999999722e+02 2.190189393740431256e-03 3.548269295113709632e+02
4.007780999999999949e+02 2.222747669719722999e-03 3.526201343459860027e+02
4.008781000000000176e+02 2.255305945699014741e-03 3.504133391806010422e+02
4.009781000000000404e+02 2.287864221678306484e-03 3.482065440152160818e+02
4.010781000000000631e+02 2.320472231443144670e-03 3.460305716250028354e+02
4.011781000000000859e+02 2.353112172094926503e-03 3.438743885699162206e+02
4.012781000000001086e+02 2.385752112746708335e-03 3.417182055148296627e+02
4.013781000000001313e+02 2.418410216145745577e-03 3.395727212342330290e+02
4.014781000000001541e+02 2.451133794425338318e-03 3.374658049616567155e+02
4.015781000000001768e+02 2.483857372704931059e-03 3.353588886890803451e+02
4.016781000000001995e+02 2.516580950984523800e-03 3.332519724165039747e+02
4.017781000000002223e+02 2.549374838550154745e-03 3.311846243949424320e+02
4.018781000000002450e+02 2.582183595810445733e-03 3.291256446536464182e+02
4.019781000000002678e+02 2.614992353070737154e-03 3.270666649123503475e+02
4.020781000000002905e+02 2.647838579363456964e-03 3.250279161533060801e+02
4.021781000000003132e+02 2.680733670799849942e-03 3.230155515784884983e+02
4.022781000000003360e+02 2.713628762236242921e-03 3.210031870036708597e+02
4.023781000000003587e+02 2.746527565625912336e-03 3.189927539949486004e+02
4.024781000000003814e+02 2.779509792115741808e-03 3.170257313472471310e+02
4.025781000000004042e+02 2.812492018605570847e-03 3.150587086995456616e+02
4.026781000000004269e+02 2.845474245095399885e-03 3.130916860518441922e+02
4.027781000000004497e+02 2.878513518017569023e-03 3.111533957562431283e+02
4.028781000000004724e+02 2.911583349213223582e-03 3.092304966260026049e+02
4.029781000000004951e+02 2.944653180408878142e-03 3.073075974957621384e+02
4.030781000000005179e+02 2.977745811213296581e-03 3.053958440784033996e+02
4.031781000000005406e+02 3.010903414232031592e-03 3.035158526817691609e+02
4.032781000000005633e+02 3.044061017250767037e-03 3.016358612851349221e+02
4.033781000000005861e+02 3.077218620269502047e-03 2.997558698885006265e+02
4.034781000000006088e+02 3.110452299829880203e-03 2.979121435544336691e+02
4.035781000000006316e+02 3.143697548633918228e-03 2.960739321837982629e+02
4.036781000000006543e+02 3.176942797437955820e-03 2.942357208131628568e+02
4.037781000000006770e+02 3.210229669452487576e-03 2.924169488783682596e+02
4.038781000000006998e+02 3.243562178655882370e-03 2.906194910419897042e+02
