# lambda	calibration	sensitivity
4.006780999999999722e+02 4.187659375443165966e-03 1.867026821841936908e+02
4.007780999999999949e+02 4.249261133321472622e-03 1.855420474196871510e+02
4.008781000000000176e+02 4.310862891199780146e-03 1.843814126551806396e+02
4.009781000000000404e+02 4.372464649078086803e-03 1.832207778906740998e+02
4.010781000000000631e+02 4.434149695997177502e-03 1.820763496435926925e+02
4.011781000000000859e+02 4.495888217489250535e-03 1.809423265661553444e+02
4.012781000000001086e+02 4.557626738981323568e-03 1.798083034887179963e+02
4.013781000000001313e+02 4.619395579868698296e-03 1.786799224198343552e+02
4.014781000000001541e+02 4.681273719132465934e-03 1.775718802254035040e+02
4.015781000000001768e+02 4.743151858396232705e-03 1.764638380309726813e+02
4.016781000000001995e+02 4.805029997660000343e-03 1.753557958365418301e+02
4.017781000000002223e+02 4.867025106015442602e-03 1.742686923348300638e+02
4.018781000000002450e+02 4.929044952137058913e-03 1.731860171524039345e+02
4.019781000000002678e+02 4.991064798258676091e-03 1.721033419699777767e+02
4.020781000000002905e+02 5.053146753176274500e-03 1.710314125819776336e+02
4.021781000000003132e+02 5.115309707122732072e-03 1.699734972945420566e+02
4.022781000000003360e+02 5.177472661069189644e-03 1.689155820071064795e+02
4.023781000000003587e+02 5.239641744075173614e-03 1.678586962312032824e+02
4.024781000000003814e+02 5.301948572658372882e-03 1.668249478811449364e+02
4.025781000000004042e+02 5.364255401241573018e-03 1.657911995310866189e+02
4.026781000000004269e+02 5.426562229824772286e-03 1.647574511810282729e+02
4.027781000000004497e+02 5.488962858697140311e-03 1.637390662737766718e+02
4.028781000000004724e+02 5.551413733917471768e-03 1.627289111587787431e+02
4.029781000000004951e+02 5.613864609137803226e-03 1.617187560437808145e+02
4.030781000000005179e+02 5.676352804663123419e-03 1.607145844031664410e+02
4.031781000000005406e+02 5.738947352138567756e-03 1.597274639139131693e+02
4.032781000000005633e+02 5.801541899614012093e-03 1.587403434246598692e+02
4.033781000000005861e+02 5.864136447089457298e-03 1.577532229354065976e+02
4.034781000000006088e+02 5.926854917414670770e-03 1.567856010473946640e+02
4.035781000000006316e+02 5.989592233150216327e-03 1.558209443844561406e+02
4.036781000000006543e+02 6.052329548885762751e-03 1.548562877215176457e+02
4.037781000000006770e+02 6.115134308231088590e-03 1.539020697483074116e+02
4.038781000000006998e+02 6.178013015182104266e-03 1.529592971309205325e+02
4.039781000000007225e+02 6.240891722133119941e-03 1.520165245135336818e+02
4.040781000000007452e+02 6.303782364254019270e-03 1.510755754670989859e+02
