# Exposure Time: 30.000000
# Center Wavelength: 800.000000
# Grating: 149.849991 l, 800.000000 nm
# Input Slit Width: 500.000000
628.656067	747.000000
630.008057	750.000000
631.359900	1650.000000
632.711800	2345.000000
634.063660	762.000000
635.415466	885.000000
636.767200	947.000000
638.119000	1043.000000
639.470700	1012.000000
640.822300	1029.000000
642.173950	849.000000
643.525500	710.000000
644.877000	654.000000
646.228600	602.000000
647.579956	693.000000
648.931400	772.000000
650.282837	772.000000
651.634155	824.000000
652.985500	757.000000
654.336731	602.000000
655.688000	595.000000
657.039100	632.000000
658.390259	638.000000
659.741333	644.000000
661.092400	671.000000
662.443500	691.000000
663.794434	655.000000
665.145400	827.000000
666.496200	910.000000
667.847100	962.000000
669.197900	1062.000000
670.548645	1079.000000
671.899400	928.000000
673.250061	920.000000
674.600769	946.000000
675.951355	854.000000
677.301900	884.000000
678.652400	920.000000
680.002869	878.000000
681.353300	911.000000
682.703700	899.000000
684.054000	938.000000
685.404300	967.000000
686.754600	938.000000
688.104800	992.000000
689.454956	1083.000000
690.805054	1290.000000
692.155100	1275.000000
693.505100	1275.000000
694.855100	1285.000000
696.205100	1166.000000
697.554932	1030.000000
698.904800	1088.000000
700.254600	1946.000000
701.604400	2178.000000
702.954041	2152.000000
704.303700	2170.000000
705.653300	2141.000000
707.002900	1263.000000
708.352400	1147.000000
709.701900	1164.000000
711.051331	1134.000000
712.400700	1129.000000
713.750000	1139.000000
715.099300	1143.000000
716.448547	1175.000000
717.797668	1165.000000
719.146851	1167.000000
720.495900	1155.000000
721.845000	1673.000000
723.194000	1696.000000
724.542900	1652.000000
725.891800	1639.000000
727.240700	1462.000000
728.589500	853.000000
729.938100	782.000000
731.286900	730.000000
732.635500	718.000000
733.984131	649.000000
735.332642	669.000000
736.681152	627.000000
738.029600	634.000000
739.377900	646.000000
740.726300	837.000000
742.074600	958.000000
743.422800	995.000000
744.771057	1061.000000
746.119141	1183.000000
747.467163	1061.000000
748.815300	1074.000000
750.163200	1168.000000
751.511100	1262.000000
752.859100	1273.000000
754.206900	1296.000000
755.554600	1343.000000
756.902344	1335.000000
758.249939	1351.000000
759.597600	1372.000000
760.945200	1396.000000
762.292664	1423.000000
763.640100	1434.000000
764.987500	1488.000000
766.334800	1484.000000
767.682068	1517.000000
769.029300	1490.000000
770.376465	1501.000000
771.723600	1543.000000
773.070700	1528.000000
774.417664	1566.000000
775.764600	1557.000000
777.111500	1575.000000
778.458300	1598.000000
779.805054	1544.000000
781.151855	1576.000000
782.498535	1576.000000
783.845100	1586.000000
785.191650	1564.000000
786.538200	1574.000000
787.884600	1579.000000
789.231000	1563.000000
790.577300	1588.000000
791.923500	1555.000000
793.269836	1559.000000
794.615967	1554.000000
795.962036	1573.000000
797.308044	1603.000000
798.654000	1526.000000
799.999939	1515.000000
801.345800	1535.000000
802.691600	1543.000000
804.037354	1545.000000
805.383057	1533.000000
806.728638	1503.000000
808.074158	1511.000000
809.419739	1554.000000
810.765137	1486.000000
812.110535	1450.000000
813.455800	1481.000000
814.801100	1387.000000
816.146240	1397.000000
817.491455	1335.000000
818.836500	1304.000000
820.181458	1311.000000
821.526500	1253.000000
822.871338	1206.000000
824.216100	1182.000000
825.561000	1183.000000
826.905640	1096.000000
828.250244	1112.000000
829.594849	1025.000000
830.939400	986.000000
832.283800	914.000000
833.628200	840.000000
834.972534	988.000000
836.316700	945.000000
837.661000	943.000000
839.005100	920.000000
840.349100	869.000000
841.693200	756.000000
843.037100	707.000000
844.381000	731.000000
845.724854	765.000000
847.068542	857.000000
848.412200	893.000000
849.755859	963.000000
851.099365	972.000000
852.442900	996.000000
853.786300	977.000000
855.129639	1042.000000
856.472900	1060.000000
857.816162	1109.000000
859.159300	1165.000000
860.502300	1219.000000
861.845400	1250.000000
863.188354	1267.000000
864.531250	1326.000000
865.874100	1381.000000
867.216800	1357.000000
868.559448	1334.000000
869.902100	1330.000000
871.244600	1355.000000
872.587100	1326.000000
873.929565	1368.000000
875.271851	1452.000000
876.614136	1463.000000
877.956360	1473.000000
879.298500	1525.000000
880.640500	1463.000000
881.982544	1434.000000
883.324463	1449.000000
884.666300	1456.000000
886.008100	1476.000000
887.349800	1497.000000
888.691467	1470.000000
890.033100	1473.000000
891.374600	1433.000000
892.715942	1445.000000
894.057400	1460.000000
895.398600	1502.000000
896.739800	1441.000000
898.081055	1464.000000
899.422058	1440.000000
900.763062	1466.000000
902.104000	1438.000000
903.444900	1447.000000
904.785645	1415.000000
906.126343	1419.000000
907.467000	1425.000000
908.807556	1383.000000
910.148100	1368.000000
911.488464	1371.000000
912.828800	1375.000000
914.169100	1362.000000
915.509338	1381.000000
916.849400	1339.000000
918.189453	1350.000000
919.529400	1321.000000
920.869400	1366.000000
922.209167	1332.000000
923.548950	1295.000000
924.888600	1303.000000
926.228200	1299.000000
927.567700	1296.000000
928.907166	1247.000000
930.246600	1237.000000
931.585900	1222.000000
932.925049	1197.000000
934.264200	1205.000000
935.603333	1184.000000
936.942261	1130.000000
938.281250	1109.000000
939.620056	1132.000000
940.958800	1107.000000
942.297546	1074.000000
943.636100	1113.000000
944.974700	1078.000000
946.313200	1048.000000
947.651500	1032.000000
948.989746	996.000000
950.328000	1026.000000
951.666100	971.000000
953.004150	937.000000
954.342200	927.000000
955.680054	876.000000
957.017900	920.000000
958.355652	909.000000
959.693300	859.000000
961.030800	833.000000
962.368400	802.000000
963.705750	803.000000
965.043152	736.000000
966.380432	761.000000
967.717600	730.000000
969.054700	696.000000
970.391700	685.000000
971.728638	645.000000
