<K2400:Voltage>	<Time:Elapsed>	<setpoint1:Value>	<setpoint1:Count>	<SMU:Channel1:Current>	<SMU:Channel1:Voltage>	<TIC:In 4>
4.800000E+1	1.182412E+4	4.800000E+1	4.800000E+1	1.237070E-3	2.300000E+1	1.999990E+2
4.800000E+1	1.186266E+4	4.800000E+1	4.800000E+1	1.287810E-3	2.400000E+1	2.000130E+2
4.900000E+1	1.194209E+4	4.900000E+1	4.900000E+1	1.082390E-3	2.000000E+1	1.999850E+2
4.900000E+1	1.198272E+4	4.900000E+1	4.900000E+1	1.134600E-3	2.100000E+1	1.999760E+2
4.900000E+1	1.202325E+4	4.900000E+1	4.900000E+1	1.185690E-3	2.200000E+1	1.999870E+2
4.900000E+1	1.206494E+4	4.900000E+1	4.900000E+1	1.236940E-3	2.300000E+1	1.999990E+2
4.900000E+1	1.210498E+4	4.900000E+1	4.900000E+1	1.287780E-3	2.400000E+1	2.000140E+2
5.000000E+1	1.218607E+4	5.000000E+1	5.000000E+1	1.082570E-3	2.000000E+1	1.999890E+2
5.000000E+1	1.222514E+4	5.000000E+1	5.000000E+1	1.134610E-3	2.100000E+1	1.999800E+2
5.000000E+1	1.226566E+4	5.000000E+1	5.000000E+1	1.185980E-3	2.200000E+1	1.999900E+2
5.000000E+1	1.230746E+4	5.000000E+1	5.000000E+1	1.237030E-3	2.300000E+1	2.000010E+2
5.000000E+1	1.234966E+4	5.000000E+1	5.000000E+1	1.287570E-3	2.400000E+1	2.000160E+2
5.100000E+1	1.243023E+4	5.100000E+1	5.100000E+1	1.082510E-3	2.000000E+1	1.999880E+2
5.100000E+1	1.247018E+4	5.100000E+1	5.100000E+1	1.134630E-3	2.100000E+1	1.999790E+2
5.100000E+1	1.251065E+4	5.100000E+1	5.100000E+1	1.185820E-3	2.200000E+1	1.999880E+2
5.100000E+1	1.255076E+4	5.100000E+1	5.100000E+1	1.236790E-3	2.300000E+1	1.999990E+2
5.100000E+1	1.259109E+4	5.100000E+1	5.100000E+1	1.287420E-3	2.400000E+1	2.000140E+2
5.200000E+1	1.267270E+4	5.200000E+1	5.200000E+1	1.082100E-3	2.000000E+1	1.999870E+2
5.200000E+1	1.271450E+4	5.200000E+1	5.200000E+1	1.134420E-3	2.100000E+1	1.999770E+2
5.200000E+1	1.275559E+4	5.200000E+1	5.200000E+1	1.185400E-3	2.200000E+1	1.999850E+2
5.200000E+1	1.279649E+4	5.200000E+1	5.200000E+1	1.236800E-3	2.300000E+1	1.999960E+2
5.200000E+1	1.283527E+4	5.200000E+1	5.200000E+1	1.287150E-3	2.400000E+1	2.000100E+2
5.300000E+1	1.291619E+4	5.300000E+1	5.300000E+1	1.082290E-3	2.000000E+1	1.999800E+2
5.300000E+1	1.295660E+4	5.300000E+1	5.300000E+1	1.134250E-3	2.100000E+1	1.999720E+2
5.300000E+1	1.299513E+4	5.300000E+1	5.300000E+1	1.185440E-3	2.200000E+1	1.999840E+2
5.300000E+1	1.303746E+4	5.300000E+1	5.300000E+1	1.236590E-3	2.300000E+1	1.999970E+2
5.300000E+1	1.307820E+4	5.300000E+1	5.300000E+1	1.286610E-3	2.400000E+1	2.000160E+2
5.400000E+1	1.316058E+4	5.400000E+1	5.400000E+1	1.081490E-3	2.000000E+1	1.999940E+2
5.400000E+1	1.319922E+4	5.400000E+1	5.400000E+1	1.133630E-3	2.100000E+1	1.999870E+2
5.400000E+1	1.324141E+4	5.400000E+1	5.400000E+1	1.185080E-3	2.200000E+1	1.999980E+2
5.400000E+1	1.328008E+4	5.400000E+1	5.400000E+1	1.235910E-3	2.300000E+1	2.000130E+2
5.400000E+1	1.332250E+4	5.400000E+1	5.400000E+1	1.286610E-3	2.400000E+1	2.000290E+2
5.500000E+1	1.340211E+4	5.500000E+1	5.500000E+1	1.081660E-3	2.000000E+1	2.000040E+2
5.500000E+1	1.344075E+4	5.500000E+1	5.500000E+1	1.133670E-3	2.100000E+1	1.999950E+2
5.500000E+1	1.348111E+4	5.500000E+1	5.500000E+1	1.184720E-3	2.200000E+1	2.000030E+2
5.500000E+1	1.351963E+4	5.500000E+1	5.500000E+1	1.236030E-3	2.300000E+1	2.000130E+2
5.500000E+1	1.356012E+4	5.500000E+1	5.500000E+1	1.286570E-3	2.400000E+1	2.000260E+2
5.600000E+1	1.364265E+4	5.600000E+1	5.600000E+1	1.081450E-3	2.000000E+1	1.999930E+2
5.600000E+1	1.368572E+4	5.600000E+1	5.600000E+1	1.133680E-3	2.100000E+1	1.999830E+2
5.600000E+1	1.372627E+4	5.600000E+1	5.600000E+1	1.184850E-3	2.200000E+1	1.999890E+2
5.600000E+1	1.376702E+4	5.600000E+1	5.600000E+1	1.235920E-3	2.300000E+1	2.000000E+2
5.600000E+1	1.380763E+4	5.600000E+1	5.600000E+1	1.286510E-3	2.400000E+1	2.000120E+2
5.700000E+1	1.388827E+4	5.700000E+1	5.700000E+1	1.081350E-3	2.000000E+1	1.999800E+2
5.700000E+1	1.392917E+4	5.700000E+1	5.700000E+1	1.133480E-3	2.100000E+1	1.999700E+2
5.700000E+1	1.396968E+4	5.700000E+1	5.700000E+1	1.184780E-3	2.200000E+1	1.999780E+2
5.700000E+1	1.401021E+4	5.700000E+1	5.700000E+1	1.236000E-3	2.300000E+1	1.999890E+2
5.700000E+1	1.405208E+4	5.700000E+1	5.700000E+1	1.286350E-3	2.400000E+1	2.000060E+2
5.800000E+1	1.413112E+4	5.800000E+1	5.800000E+1	1.081390E-3	2.000000E+1	1.999810E+2
5.800000E+1	1.416961E+4	5.800000E+1	5.800000E+1	1.133500E-3	2.100000E+1	1.999760E+2
5.800000E+1	1.421014E+4	5.800000E+1	5.800000E+1	1.184670E-3	2.200000E+1	1.999850E+2
5.800000E+1	1.425062E+4	5.800000E+1	5.800000E+1	1.236010E-3	2.300000E+1	1.999980E+2
5.800000E+1	1.428925E+4	5.800000E+1	5.800000E+1	1.286140E-3	2.400000E+1	2.000120E+2
5.900000E+1	1.437069E+4	5.900000E+1	5.900000E+1	1.081130E-3	2.000000E+1	1.999880E+2
5.900000E+1	1.441125E+4	5.900000E+1	5.900000E+1	1.133390E-3	2.100000E+1	1.999800E+2
5.900000E+1	1.445162E+4	5.900000E+1	5.900000E+1	1.184570E-3	2.200000E+1	1.999880E+2
5.900000E+1	1.449022E+4	5.900000E+1	5.900000E+1	1.235520E-3	2.300000E+1	2.000010E+2
5.900000E+1	1.453062E+4	5.900000E+1	5.900000E+1	1.285660E-3	2.400000E+1	2.000150E+2
6.000000E+1	1.460978E+4	6.000000E+1	6.000000E+1	1.080620E-3	2.000000E+1	1.999870E+2
6.000000E+1	1.465028E+4	6.000000E+1	6.000000E+1	1.133010E-3	2.100000E+1	1.999780E+2
6.000000E+1	1.469246E+4	6.000000E+1	6.000000E+1	1.184160E-3	2.200000E+1	1.999870E+2
6.000000E+1	1.473318E+4	6.000000E+1	6.000000E+1	1.235060E-3	2.300000E+1	2.000000E+2
6.000000E+1	1.477353E+4	6.000000E+1	6.000000E+1	1.285650E-3	2.400000E+1	2.000140E+2
6.100000E+1	1.485405E+4	6.100000E+1	6.100000E+1	1.080570E-3	2.000000E+1	1.999890E+2
6.100000E+1	1.489609E+4	6.100000E+1	6.100000E+1	1.132580E-3	2.100000E+1	1.999800E+2
6.100000E+1	1.493808E+4	6.100000E+1	6.100000E+1	1.183810E-3	2.200000E+1	1.999890E+2
6.100000E+1	1.497654E+4	6.100000E+1	6.100000E+1	1.234930E-3	2.300000E+1	1.999990E+2
6.100000E+1	1.501729E+4	6.100000E+1	6.100000E+1	1.285530E-3	2.400000E+1	2.000140E+2
6.200000E+1	1.509606E+4	6.200000E+1	6.200000E+1	1.080520E-3	2.000000E+1	1.999860E+2
6.200000E+1	1.513656E+4	6.200000E+1	6.200000E+1	1.132950E-3	2.100000E+1	1.999770E+2
6.200000E+1	1.517713E+4	6.200000E+1	6.200000E+1	1.183950E-3	2.200000E+1	1.999840E+2
6.200000E+1	1.521769E+4	6.200000E+1	6.200000E+1	1.235060E-3	2.300000E+1	1.999950E+2
6.200000E+1	1.525814E+4	6.200000E+1	6.200000E+1	1.285400E-3	2.400000E+1	2.000100E+2
6.300000E+1	1.533875E+4	6.300000E+1	6.300000E+1	1.080510E-3	2.000000E+1	1.999810E+2
6.300000E+1	1.538066E+4	6.300000E+1	6.300000E+1	1.132800E-3	2.100000E+1	1.999740E+2
6.300000E+1	1.542162E+4	6.300000E+1	6.300000E+1	1.183420E-3	2.200000E+1	1.999830E+2
6.300000E+1	1.546195E+4	6.300000E+1	6.300000E+1	1.234710E-3	2.300000E+1	1.999950E+2
6.300000E+1	1.550196E+4	6.300000E+1	6.300000E+1	1.285070E-3	2.400000E+1	2.000110E+2
6.400000E+1	1.558113E+4	6.400000E+1	6.400000E+1	1.080230E-3	2.000000E+1	1.999840E+2
6.400000E+1	1.562173E+4	6.400000E+1	6.400000E+1	1.132570E-3	2.100000E+1	1.999770E+2
6.400000E+1	1.566202E+4	6.400000E+1	6.400000E+1	1.183630E-3	2.200000E+1	1.999880E+2
6.400000E+1	1.570114E+4	6.400000E+1	6.400000E+1	1.234650E-3	2.300000E+1	2.000020E+2
6.400000E+1	1.574395E+4	6.400000E+1	6.400000E+1	1.284790E-3	2.400000E+1	2.000150E+2
6.500000E+1	1.582312E+4	6.500000E+1	6.500000E+1	1.079850E-3	2.000000E+1	1.999920E+2
6.500000E+1	1.586211E+4	6.500000E+1	6.500000E+1	1.131970E-3	2.100000E+1	1.999830E+2
6.500000E+1	1.590268E+4	6.500000E+1	6.500000E+1	1.183150E-3	2.200000E+1	1.999890E+2
6.500000E+1	1.594512E+4	6.500000E+1	6.500000E+1	1.234360E-3	2.300000E+1	2.000000E+2
6.500000E+1	1.598515E+4	6.500000E+1	6.500000E+1	1.284960E-3	2.400000E+1	2.000160E+2
6.600000E+1	1.606749E+4	6.600000E+1	6.600000E+1	1.080340E-3	2.000000E+1	1.999840E+2
6.600000E+1	1.610572E+4	6.600000E+1	6.600000E+1	1.132180E-3	2.100000E+1	1.999750E+2
6.600000E+1	1.614765E+4	6.600000E+1	6.600000E+1	1.183470E-3	2.200000E+1	1.999820E+2
6.600000E+1	1.619019E+4	6.600000E+1	6.600000E+1	1.234210E-3	2.300000E+1	1.999940E+2
6.600000E+1	1.623063E+4	6.600000E+1	6.600000E+1	1.284800E-3	2.400000E+1	2.000090E+2
6.700000E+1	1.631112E+4	6.700000E+1	6.700000E+1	1.079840E-3	2.000000E+1	1.999830E+2
6.700000E+1	1.634957E+4	6.700000E+1	6.700000E+1	1.132020E-3	2.100000E+1	1.999770E+2
6.700000E+1	1.638964E+4	6.700000E+1	6.700000E+1	1.183120E-3	2.200000E+1	1.999840E+2
6.700000E+1	1.642815E+4	6.700000E+1	6.700000E+1	1.234150E-3	2.300000E+1	1.999960E+2
6.700000E+1	1.646666E+4	6.700000E+1	6.700000E+1	1.284470E-3	2.400000E+1	2.000120E+2
6.800000E+1	1.654715E+4	6.800000E+1	6.800000E+1	1.079750E-3	2.000000E+1	1.999870E+2
6.800000E+1	1.658760E+4	6.800000E+1	6.800000E+1	1.131910E-3	2.100000E+1	1.999790E+2
6.800000E+1	1.662824E+4	6.800000E+1	6.800000E+1	1.182890E-3	2.200000E+1	1.999890E+2
6.800000E+1	1.667051E+4	6.800000E+1	6.800000E+1	1.234060E-3	2.300000E+1	1.999990E+2
6.800000E+1	1.671062E+4	6.800000E+1	6.800000E+1	1.284150E-3	2.400000E+1	2.000150E+2
6.900000E+1	1.679024E+4	6.900000E+1	6.900000E+1	1.079610E-3	2.000000E+1	1.999860E+2
6.900000E+1	1.683073E+4	6.900000E+1	6.900000E+1	1.131530E-3	2.100000E+1	1.999760E+2
6.900000E+1	1.687265E+4	6.900000E+1	6.900000E+1	1.182850E-3	2.200000E+1	1.999850E+2
6.900000E+1	1.691368E+4	6.900000E+1	6.900000E+1	1.233680E-3	2.300000E+1	1.999970E+2
6.900000E+1	1.695416E+4	6.900000E+1	6.900000E+1	1.283880E-3	2.400000E+1	2.000100E+2
7.000000E+1	1.703412E+4	7.000000E+1	7.000000E+1	1.079270E-3	2.000000E+1	1.999810E+2
7.000000E+1	1.707257E+4	7.000000E+1	7.000000E+1	1.131410E-3	2.100000E+1	1.999730E+2
7.000000E+1	1.711363E+4	7.000000E+1	7.000000E+1	1.182460E-3	2.200000E+1	1.999790E+2
7.000000E+1	1.715378E+4	7.000000E+1	7.000000E+1	1.233530E-3	2.300000E+1	1.999930E+2
7.000000E+1	1.719548E+4	7.000000E+1	7.000000E+1	1.283850E-3	2.400000E+1	2.000080E+2
7.100000E+1	1.727470E+4	7.100000E+1	7.100000E+1	1.079270E-3	2.000000E+1	1.999840E+2
7.100000E+1	1.731701E+4	7.100000E+1	7.100000E+1	1.131210E-3	2.100000E+1	1.999760E+2
7.100000E+1	1.735571E+4	7.100000E+1	7.100000E+1	1.182280E-3	2.200000E+1	1.999850E+2
7.100000E+1	1.739578E+4	7.100000E+1	7.100000E+1	1.233210E-3	2.300000E+1	1.999980E+2
7.100000E+1	1.743603E+4	7.100000E+1	7.100000E+1	1.283710E-3	2.400000E+1	2.000130E+2
7.200000E+1	1.751617E+4	7.200000E+1	7.200000E+1	1.078960E-3	2.000000E+1	1.999860E+2
7.200000E+1	1.755715E+4	7.200000E+1	7.200000E+1	1.130960E-3	2.100000E+1	1.999800E+2
7.200000E+1	1.759600E+4	7.200000E+1	7.200000E+1	1.182110E-3	2.200000E+1	1.999880E+2
7.200000E+1	1.763523E+4	7.200000E+1	7.200000E+1	1.233040E-3	2.300000E+1	2.000000E+2
7.200000E+1	1.767564E+4	7.200000E+1	7.200000E+1	1.283500E-3	2.400000E+1	2.000150E+2
7.300000E+1	1.775759E+4	7.300000E+1	7.300000E+1	1.079090E-3	2.000000E+1	1.999870E+2
7.300000E+1	1.779804E+4	7.300000E+1	7.300000E+1	1.130980E-3	2.100000E+1	1.999770E+2
7.300000E+1	1.783849E+4	7.300000E+1	7.300000E+1	1.182220E-3	2.200000E+1	1.999860E+2
7.300000E+1	1.787906E+4	7.300000E+1	7.300000E+1	1.233200E-3	2.300000E+1	1.999960E+2
7.300000E+1	1.791777E+4	7.300000E+1	7.300000E+1	1.283550E-3	2.400000E+1	2.000100E+2
7.400000E+1	1.799816E+4	7.400000E+1	7.400000E+1	1.079140E-3	2.000000E+1	1.999810E+2
7.400000E+1	1.803859E+4	7.400000E+1	7.400000E+1	1.131060E-3	2.100000E+1	1.999710E+2
7.400000E+1	1.808065E+4	7.400000E+1	7.400000E+1	1.182440E-3	2.200000E+1	1.999790E+2
7.400000E+1	1.812114E+4	7.400000E+1	7.400000E+1	1.233450E-3	2.300000E+1	1.999890E+2
7.400000E+1	1.816304E+4	7.400000E+1	7.400000E+1	1.283460E-3	2.400000E+1	2.000050E+2
7.500000E+1	1.824514E+4	7.500000E+1	7.500000E+1	1.079170E-3	2.000000E+1	1.999790E+2
7.500000E+1	1.828717E+4	7.500000E+1	7.500000E+1	1.131340E-3	2.100000E+1	1.999710E+2
7.500000E+1	1.832961E+4	7.500000E+1	7.500000E+1	1.182210E-3	2.200000E+1	1.999800E+2
7.500000E+1	1.837066E+4	7.500000E+1	7.500000E+1	1.233090E-3	2.300000E+1	1.999920E+2
7.500000E+1	1.841303E+4	7.500000E+1	7.500000E+1	1.283300E-3	2.400000E+1	2.000070E+2
7.600000E+1	1.849216E+4	7.600000E+1	7.600000E+1	1.078810E-3	2.000000E+1	1.999830E+2
7.600000E+1	1.853228E+4	7.600000E+1	7.600000E+1	1.131040E-3	2.100000E+1	1.999740E+2
7.600000E+1	1.857463E+4	7.600000E+1	7.600000E+1	1.182210E-3	2.200000E+1	1.999820E+2
7.600000E+1	1.861313E+4	7.600000E+1	7.600000E+1	1.233060E-3	2.300000E+1	1.999930E+2
7.600000E+1	1.865155E+4	7.600000E+1	7.600000E+1	1.283270E-3	2.400000E+1	2.000080E+2
7.700000E+1	1.872828E+4	7.700000E+1	7.700000E+1	1.078510E-3	2.000000E+1	1.999830E+2
7.700000E+1	1.877006E+4	7.700000E+1	7.700000E+1	1.130450E-3	2.100000E+1	1.999740E+2
7.700000E+1	1.881026E+4	7.700000E+1	7.700000E+1	1.181600E-3	2.200000E+1	1.999830E+2
7.700000E+1	1.885256E+4	7.700000E+1	7.700000E+1	1.232950E-3	2.300000E+1	1.999950E+2
7.700000E+1	1.889120E+4	7.700000E+1	7.700000E+1	1.282900E-3	2.400000E+1	2.000100E+2
7.800000E+1	1.897163E+4	7.800000E+1	7.800000E+1	1.078380E-3	2.000000E+1	1.999820E+2
7.800000E+1	1.901215E+4	7.800000E+1	7.800000E+1	1.130550E-3	2.100000E+1	1.999750E+2
7.800000E+1	1.905075E+4	7.800000E+1	7.800000E+1	1.181470E-3	2.200000E+1	1.999850E+2
7.800000E+1	1.909266E+4	7.800000E+1	7.800000E+1	1.232850E-3	2.300000E+1	1.999960E+2
7.800000E+1	1.913517E+4	7.800000E+1	7.800000E+1	1.282970E-3	2.400000E+1	2.000140E+2
7.900000E+1	1.921463E+4	7.900000E+1	7.900000E+1	1.078150E-3	2.000000E+1	1.999870E+2
7.900000E+1	1.925476E+4	7.900000E+1	7.900000E+1	1.130290E-3	2.100000E+1	1.999780E+2
7.900000E+1	1.929514E+4	7.900000E+1	7.900000E+1	1.181280E-3	2.200000E+1	1.999860E+2
7.900000E+1	1.933761E+4	7.900000E+1	7.900000E+1	1.232030E-3	2.300000E+1	1.999970E+2
7.900000E+1	1.937960E+4	7.900000E+1	7.900000E+1	1.282270E-3	2.400000E+1	2.000110E+2
8.000000E+1	1.946059E+4	8.000000E+1	8.000000E+1	1.077950E-3	2.000000E+1	1.999800E+2
8.000000E+1	1.949906E+4	8.000000E+1	8.000000E+1	1.130040E-3	2.100000E+1	1.999700E+2
8.000000E+1	1.953975E+4	8.000000E+1	8.000000E+1	1.181160E-3	2.200000E+1	1.999780E+2
8.000000E+1	1.958008E+4	8.000000E+1	8.000000E+1	1.232160E-3	2.300000E+1	1.999890E+2
8.000000E+1	1.962071E+4	8.000000E+1	8.000000E+1	1.282480E-3	2.400000E+1	2.000020E+2
8.100000E+1	1.970310E+4	8.100000E+1	8.100000E+1	1.077820E-3	2.000000E+1	1.999760E+2
8.100000E+1	1.974402E+4	8.100000E+1	8.100000E+1	1.129990E-3	2.100000E+1	1.999690E+2
8.100000E+1	1.978406E+4	8.100000E+1	8.100000E+1	1.181060E-3	2.200000E+1	1.999780E+2
8.100000E+1	1.982671E+4	8.100000E+1	8.100000E+1	1.232150E-3	2.300000E+1	1.999910E+2
8.100000E+1	1.986956E+4	8.100000E+1	8.100000E+1	1.282670E-3	2.400000E+1	2.000090E+2
8.200000E+1	1.995009E+4	8.200000E+1	8.200000E+1	1.077910E-3	2.000000E+1	1.999870E+2
8.200000E+1	1.999267E+4	8.200000E+1	8.200000E+1	1.130170E-3	2.100000E+1	1.999790E+2
8.200000E+1	2.003315E+4	8.200000E+1	8.200000E+1	1.181520E-3	2.200000E+1	1.999880E+2
8.200000E+1	2.007513E+4	8.200000E+1	8.200000E+1	1.232450E-3	2.300000E+1	1.999990E+2
8.200000E+1	2.011373E+4	8.200000E+1	8.200000E+1	1.282650E-3	2.400000E+1	2.000140E+2
8.300000E+1	2.019451E+4	8.300000E+1	8.300000E+1	1.078310E-3	2.000000E+1	1.999850E+2
8.300000E+1	2.023314E+4	8.300000E+1	8.300000E+1	1.130190E-3	2.100000E+1	1.999770E+2
8.300000E+1	2.027174E+4	8.300000E+1	8.300000E+1	1.181120E-3	2.200000E+1	1.999840E+2
8.300000E+1	2.031214E+4	8.300000E+1	8.300000E+1	1.232010E-3	2.300000E+1	1.999950E+2
8.300000E+1	2.035268E+4	8.300000E+1	8.300000E+1	1.282380E-3	2.400000E+1	2.000100E+2
8.400000E+1	2.043174E+4	8.400000E+1	8.400000E+1	1.078040E-3	2.000000E+1	1.999850E+2
8.400000E+1	2.047225E+4	8.400000E+1	8.400000E+1	1.129960E-3	2.100000E+1	1.999780E+2
8.400000E+1	2.051228E+4	8.400000E+1	8.400000E+1	1.181130E-3	2.200000E+1	1.999860E+2
8.400000E+1	2.055281E+4	8.400000E+1	8.400000E+1	1.232060E-3	2.300000E+1	1.999990E+2
8.400000E+1	2.059559E+4	8.400000E+1	8.400000E+1	1.282160E-3	2.400000E+1	2.000140E+2
8.500000E+1	2.067462E+4	8.500000E+1	8.500000E+1	1.077760E-3	2.000000E+1	1.999900E+2
8.500000E+1	2.071320E+4	8.500000E+1	8.500000E+1	1.129820E-3	2.100000E+1	1.999810E+2
8.500000E+1	2.075551E+4	8.500000E+1	8.500000E+1	1.180970E-3	2.200000E+1	1.999880E+2
8.500000E+1	2.079622E+4	8.500000E+1	8.500000E+1	1.231860E-3	2.300000E+1	2.000000E+2
8.500000E+1	2.083866E+4	8.500000E+1	8.500000E+1	1.281660E-3	2.400000E+1	2.000140E+2
8.600000E+1	2.091769E+4	8.600000E+1	8.600000E+1	1.077390E-3	2.000000E+1	1.999860E+2
8.600000E+1	2.095812E+4	8.600000E+1	8.600000E+1	1.129600E-3	2.100000E+1	1.999770E+2
8.600000E+1	2.099873E+4	8.600000E+1	8.600000E+1	1.180940E-3	2.200000E+1	1.999840E+2
8.600000E+1	2.104055E+4	8.600000E+1	8.600000E+1	1.231740E-3	2.300000E+1	1.999960E+2
8.600000E+1	2.108331E+4	8.600000E+1	8.600000E+1	1.282560E-3	2.400000E+1	2.000100E+2
8.700000E+1	2.116211E+4	8.700000E+1	8.700000E+1	1.077890E-3	2.000000E+1	1.999840E+2
8.700000E+1	2.120410E+4	8.700000E+1	8.700000E+1	1.130120E-3	2.100000E+1	1.999760E+2
8.700000E+1	2.124427E+4	8.700000E+1	8.700000E+1	1.181090E-3	2.200000E+1	1.999830E+2
8.700000E+1	2.128501E+4	8.700000E+1	8.700000E+1	1.231690E-3	2.300000E+1	1.999960E+2
8.700000E+1	2.132369E+4	8.700000E+1	8.700000E+1	1.281690E-3	2.400000E+1	2.000110E+2
8.800000E+1	2.140463E+4	8.800000E+1	8.800000E+1	1.077210E-3	2.000000E+1	1.999850E+2
8.800000E+1	2.144506E+4	8.800000E+1	8.800000E+1	1.129360E-3	2.100000E+1	1.999780E+2
8.800000E+1	2.148377E+4	8.800000E+1	8.800000E+1	1.180420E-3	2.200000E+1	1.999860E+2
8.800000E+1	2.152413E+4	8.800000E+1	8.800000E+1	1.231460E-3	2.300000E+1	1.999970E+2
8.800000E+1	2.156647E+4	8.800000E+1	8.800000E+1	1.281140E-3	2.400000E+1	2.000120E+2
8.900000E+1	2.164761E+4	8.900000E+1	8.900000E+1	1.076720E-3	2.000000E+1	1.999860E+2
8.900000E+1	2.168976E+4	8.900000E+1	8.900000E+1	1.128850E-3	2.100000E+1	1.999790E+2
8.900000E+1	2.173163E+4	8.900000E+1	8.900000E+1	1.180070E-3	2.200000E+1	1.999850E+2
8.900000E+1	2.177208E+4	8.900000E+1	8.900000E+1	1.230740E-3	2.300000E+1	1.999970E+2
8.900000E+1	2.181312E+4	8.900000E+1	8.900000E+1	1.280860E-3	2.400000E+1	2.000110E+2
9.000000E+1	2.189423E+4	9.000000E+1	9.000000E+1	1.076610E-3	2.000000E+1	1.999820E+2
9.000000E+1	2.193463E+4	9.000000E+1	9.000000E+1	1.128420E-3	2.100000E+1	1.999740E+2
9.000000E+1	2.197498E+4	9.000000E+1	9.000000E+1	1.179840E-3	2.200000E+1	1.999830E+2
9.000000E+1	2.201364E+4	9.000000E+1	9.000000E+1	1.230390E-3	2.300000E+1	1.999950E+2
9.000000E+1	2.205226E+4	9.000000E+1	9.000000E+1	1.280560E-3	2.400000E+1	2.000090E+2
9.100000E+1	2.213123E+4	9.100000E+1	9.100000E+1	1.076320E-3	2.000000E+1	1.999840E+2
9.100000E+1	2.217309E+4	9.100000E+1	9.100000E+1	1.128440E-3	2.100000E+1	1.999760E+2
9.100000E+1	2.221318E+4	9.100000E+1	9.100000E+1	1.179380E-3	2.200000E+1	1.999860E+2
9.100000E+1	2.225596E+4	9.100000E+1	9.100000E+1	1.230220E-3	2.300000E+1	2.000000E+2
9.100000E+1	2.229618E+4	9.100000E+1	9.100000E+1	1.280270E-3	2.400000E+1	2.000160E+2
9.200000E+1	2.237578E+4	9.200000E+1	9.200000E+1	1.076120E-3	2.000000E+1	1.999900E+2
9.200000E+1	2.241618E+4	9.200000E+1	9.200000E+1	1.127950E-3	2.100000E+1	1.999830E+2
9.200000E+1	2.245816E+4	9.200000E+1	9.200000E+1	1.178930E-3	2.200000E+1	1.999910E+2
9.200000E+1	2.250001E+4	9.200000E+1	9.200000E+1	1.229950E-3	2.300000E+1	2.000020E+2
9.200000E+1	2.254080E+4	9.200000E+1	9.200000E+1	1.280000E-3	2.400000E+1	2.000160E+2
9.300000E+1	2.261970E+4	9.300000E+1	9.300000E+1	1.075700E-3	2.000000E+1	1.999890E+2
9.300000E+1	2.266023E+4	9.300000E+1	9.300000E+1	1.127740E-3	2.100000E+1	1.999790E+2
9.300000E+1	2.270062E+4	9.300000E+1	9.300000E+1	1.178720E-3	2.200000E+1	1.999860E+2
9.300000E+1	2.274313E+4	9.300000E+1	9.300000E+1	1.229510E-3	2.300000E+1	1.999960E+2
9.300000E+1	2.278353E+4	9.300000E+1	9.300000E+1	1.279620E-3	2.400000E+1	2.000090E+2
9.400000E+1	2.286318E+4	9.400000E+1	9.400000E+1	1.075750E-3	2.000000E+1	1.999830E+2
9.400000E+1	2.290365E+4	9.400000E+1	9.400000E+1	1.127710E-3	2.100000E+1	1.999730E+2
9.400000E+1	2.294552E+4	9.400000E+1	9.400000E+1	1.178470E-3	2.200000E+1	1.999820E+2
9.400000E+1	2.298558E+4	9.400000E+1	9.400000E+1	1.229800E-3	2.300000E+1	1.999930E+2
9.400000E+1	2.302410E+4	9.400000E+1	9.400000E+1	1.279480E-3	2.400000E+1	2.000070E+2
9.500000E+1	2.310528E+4	9.500000E+1	9.500000E+1	1.075250E-3	2.000000E+1	1.999810E+2
9.500000E+1	2.314750E+4	9.500000E+1	9.500000E+1	1.127170E-3	2.100000E+1	1.999750E+2
9.500000E+1	2.319020E+4	9.500000E+1	9.500000E+1	1.178420E-3	2.200000E+1	1.999850E+2
9.500000E+1	2.323220E+4	9.500000E+1	9.500000E+1	1.228960E-3	2.300000E+1	2.000000E+2
9.500000E+1	2.327259E+4	9.500000E+1	9.500000E+1	1.279900E-3	2.400000E+1	2.000140E+2
9.600000E+1	2.335327E+4	9.600000E+1	9.600000E+1	1.075520E-3	2.000000E+1	1.999900E+2
9.600000E+1	2.339357E+4	9.600000E+1	9.600000E+1	1.127430E-3	2.100000E+1	1.999820E+2
9.600000E+1	2.343654E+4	9.600000E+1	9.600000E+1	1.178180E-3	2.200000E+1	1.999890E+2
9.600000E+1	2.347717E+4	9.600000E+1	9.600000E+1	1.229080E-3	2.300000E+1	2.000010E+2
9.600000E+1	2.351764E+4	9.600000E+1	9.600000E+1	1.279520E-3	2.400000E+1	2.000140E+2
9.700000E+1	2.359854E+4	9.700000E+1	9.700000E+1	1.075710E-3	2.000000E+1	1.999860E+2
9.700000E+1	2.363713E+4	9.700000E+1	9.700000E+1	1.127580E-3	2.100000E+1	1.999770E+2
9.700000E+1	2.367560E+4	9.700000E+1	9.700000E+1	1.178780E-3	2.200000E+1	1.999850E+2
9.700000E+1	2.371602E+4	9.700000E+1	9.700000E+1	1.229490E-3	2.300000E+1	1.999940E+2
9.700000E+1	2.375522E+4	9.700000E+1	9.700000E+1	1.278930E-3	2.400000E+1	2.000090E+2
9.800000E+1	2.383573E+4	9.800000E+1	9.800000E+1	1.074690E-3	2.000000E+1	1.999840E+2
