# lambda	calibration	sensitivity
4.159305000000035193e+02 2.007226573403398870e-02 6.002470690127656638e+01
4.160305000000035420e+02 2.017510000789510607e-02 6.359242289243026391e+01
4.161305000000035648e+02 2.027835439923824160e-02 4.672261786624242319e+01
4.162305000000035875e+02 2.038205714252451853e-02 3.509952116796326038e+01
4.163305000000036102e+02 2.048625281736616080e-02 6.850452897292063881e+01
4.164305000000036330e+02 2.059079558841722321e-02 5.237464485275230430e+01
4.165305000000036557e+02 2.069576058376289274e-02 3.880930794404272888e+01
4.166305000000036785e+02 2.080118874951241217e-02 7.312275758259892200e+01
4.167305000000037012e+02 2.090696668483025406e-02 5.794460644826023810e+01
4.168305000000037239e+02 2.101316771422949078e-02 4.239341037545906943e+01
4.169305000000037467e+02 2.111972392863592507e-02 3.133448158224684477e+01
4.170305000000037694e+02 2.122684312667157472e-02 6.317782455955767773e+01
4.171305000000037921e+02 2.133428940233443594e-02 4.697644548860388625e+01
4.172305000000038149e+02 2.144213226309452797e-02 3.498365987255279208e+01
4.173305000000038376e+02 2.155043252580505359e-02 6.767828049376889510e+01
4.174305000000038604e+02 2.165906327610581106e-02 5.251125349263903530e+01
4.175305000000038831e+02 2.176810101188191363e-02 3.852344795032424685e+01
4.176305000000039058e+02 2.187756399702433033e-02 6.605972286805533145e+01
4.177305000000039286e+02 2.198738839209486359e-02 5.791730630980419647e+01
4.178305000000039513e+02 2.209762443150938352e-02 4.197210086573635834e+01
4.179305000000039740e+02 2.220827608221207297e-02 3.137606443282827939e+01
4.180305000000039968e+02 2.231942183749057243e-02 6.251132429321531703e+01
4.181305000000040195e+02 2.243089720747686033e-02 4.729777465215021692e+01
4.182305000000040422e+02 2.254278590793205167e-02 3.486646437370588103e+01
4.183305000000040650e+02 2.265515050745093781e-02 6.668943574040673639e+01
4.184305000000040877e+02 2.276786051392781438e-02 5.259581174690505634e+01
4.185305000000041105e+02 2.288101117904283235e-02 3.828103645742324090e+01
4.186305000000041332e+02 2.299453195269784631e-02 3.311289570791765158e+01
4.187305000000041559e+02 2.310864940186558095e-02 5.756227997048537759e+01
4.188305000000041787e+02 2.322313924628870846e-02 4.233915742715990405e+01
4.189305000000042014e+02 2.333806815109140329e-02 3.137581241900565487e+01
4.190305000000042241e+02 2.345353328930377748e-02 6.165354415146912004e+01
4.191305000000042469e+02 2.356936347048249961e-02 4.750982244621350503e+01
4.192305000000042696e+02 2.368566058166333976e-02 3.475921753722703045e+01
4.193305000000042924e+02 2.380248124500369475e-02 6.562893885288136175e+01
4.194305000000043151e+02 2.391968853361800540e-02 5.248872593167015310e+01
4.195305000000043378e+02 2.403739037052206318e-02 3.807402330279666103e+01
4.196305000000043606e+02 2.415554663158879511e-02 2.804975998086054290e+01
4.197305000000043833e+02 2.427433245067858736e-02 5.682689682171559298e+01
4.198305000000044060e+02 2.439348568657271482e-02 4.271434166596731785e+01
4.199305000000044288e+02 2.451311304315084705e-02 3.140247991759044055e+01
4.200305000000044515e+02 2.463329998145401614e-02 6.076761658595739846e+01
4.201305000000044743e+02 2.475386573614724375e-02 4.754763633970308945e+01
4.202305000000044970e+02 2.487491769457527216e-02 3.467607983372191427e+01
4.203305000000045197e+02 2.499641525472803133e-02 4.038112519957937963e+01
4.204305000000045425e+02 2.511845689952754354e-02 5.215581886245678334e+01
4.205305000000045652e+02 2.524094450560433744e-02 3.819829769007471754e+01
4.206305000000045879e+02 2.536387536474549523e-02 2.819180158149110582e+01
4.207305000000046107e+02 2.548736010540095243e-02 5.607700956233769318e+01
4.208305000000046334e+02 2.561118528077795456e-02 4.289457685697582434e+01
4.209305000000046562e+02 2.573545455471759960e-02 3.141137330459391563e+01
4.210305000000046789e+02 2.586022360641121107e-02 5.996005212719011013e+01
4.211305000000047016e+02 2.598532296534413269e-02 4.738830794927595491e+01
4.212305000000047244e+02 2.611087122746868355e-02 3.455244749927088321e+01
4.213305000000047471e+02 2.623677099515579411e-02 2.509475501888504567e+01
4.214305000000047698e+02 2.636323769191469685e-02 5.152815619649117451e+01
4.215305000000047926e+02 2.648999926503149693e-02 3.853795371846618423e+01
4.216305000000048153e+02 2.661712907489458338e-02 2.826512342300868852e+01
4.217305000000048381e+02 2.674469727778478259e-02 5.542856631229565778e+01
4.218305000000048608e+02 2.687254614070602732e-02 4.290432766883758831e+01
4.219305000000048835e+02 2.700076606297408324e-02 3.136653296174114303e+01
4.220305000000049063e+02 2.712932265844099008e-02 4.510731747783520262e+01
4.221305000000049290e+02 2.725820534393525590e-02 4.708194333592346936e+01
4.222305000000049517e+02 2.738743883275262733e-02 3.445680775928462225e+01
4.223305000000049745e+02 2.751697115626291698e-02 2.522545048292660042e+01
4.224305000000049972e+02 2.764685909935974545e-02 5.102398985599518255e+01
4.225305000000050200e+02 2.777699669081825501e-02 3.869768759611832820e+01
4.226305000000050427e+02 2.790742146244169775e-02 2.828505163869294137e+01
4.227305000000050654e+02 2.803813315359055328e-02 5.494581267117607126e+01
4.228305000000050882e+02 2.816906986151013897e-02 4.277776605726513282e+01
4.229305000000051109e+02 2.830025583249443435e-02 3.126824168841342555e+01
4.230305000000051336e+02 2.843142021453114524e-02 2.400415128125611020e+01
4.231305000000051564e+02 2.856249866388632305e-02 4.673169050347788556e+01
4.232305000000051791e+02 2.869401677237708170e-02 3.473026611976209210e+01
4.233305000000052019e+02 2.882509149436395315e-02 2.534370007943901015e+01
4.234305000000052246e+02 2.895601054351743323e-02 5.068635294527465618e+01
4.235305000000052473e+02 2.908617848793664321e-02 3.872341012980393060e+01
4.236305000000052701e+02 2.921461149400593135e-02 2.827816761678640489e+01
4.237305000000052928e+02 2.933990410972986407e-02 4.813736363719734612e+01
4.238305000000053155e+02 2.946619709925643593e-02 4.259554850980909890e+01
4.239305000000053383e+02 2.959039694271775947e-02 3.110950673333076821e+01
4.240305000000053610e+02 2.970744931212311243e-02 2.258042502532731532e+01
4.241305000000053838e+02 2.982632480612242010e-02 4.653051142125879380e+01
4.242305000000054065e+02 2.994418365839966387e-02 3.489098857990092029e+01
4.243305000000054292e+02 3.006039340354240211e-02 2.545319426164122234e+01
4.244305000000054520e+02 3.016712944629491161e-02 5.048572269623207376e+01
4.245305000000054747e+02 3.027690121949621477e-02 3.871807239572874693e+01
4.246305000000054974e+02 3.037775196574570014e-02 2.822600690785390398e+01
4.247305000000055202e+02 3.047791611661314348e-02 2.934352731042800855e+01
4.248305000000055429e+02 3.057400486335410186e-02 4.250145964674084809e+01
4.249305000000055657e+02 3.066473587371925172e-02 3.125442050861413179e+01
4.250305000000055884e+02 3.076685256247086928e-02 2.280359747605292853e+01
4.251305000000056111e+02 3.085220394075846584e-02 4.643105026447332051e+01
4.252305000000056339e+02 3.092628152658326995e-02 3.503538017174483343e+01
4.253305000000056566e+02 3.101662985871015896e-02 2.551459995440214712e+01
4.254305000000056793e+02 3.110869747709699498e-02 4.986592416243252046e+01
4.255305000000057021e+02 3.118515313430254843e-02 3.873839733255639572e+01
4.256305000000057248e+02 3.125989375565461914e-02 2.812327764696844667e+01
4.257305000000057476e+02 3.133287709799238013e-02 2.032289787271437120e+01
4.258305000000057703e+02 3.140251021454946306e-02 4.251011087689734325e+01
4.259305000000057930e+02 3.147224641864272698e-02 3.150978307505008402e+01
4.260305000000058158e+02 3.154279740707296303e-02 2.296834478717209649e+01
4.261305000000058385e+02 3.161617558481201462e-02 4.625956231713097822e+01
4.262305000000058612e+02 3.168882567062556582e-02 3.516959777038994162e+01
4.263305000000058840e+02 3.175184058404562776e-02 2.550620331587469991e+01
4.264305000000059067e+02 3.180873881028069283e-02 3.299291025912590669e+01
4.265305000000059295e+02 3.187987938440792896e-02 3.876271311122011554e+01
4.266305000000059522e+02 3.194318530807319784e-02 2.810701890690002358e+01
4.267305000000059749e+02 3.200373771132074968e-02 3.608971115142533392e+01
4.268305000000059977e+02 3.206301035570537777e-02 3.799378156437028764e+01
4.269305000000060204e+02 3.212550861902626481e-02 3.783388690626143358e+01
4.270305000000060431e+02 3.218534258398808579e-02 3.767339654741417831e+01
4.271305000000060659e+02 3.224514046319065103e-02 3.751269383469567487e+01
4.272305000000060886e+02 3.230412411366077874e-02 3.734962655918644714e+01
4.273305000000061113e+02 3.236249543735911921e-02 3.718817431280378116e+01
4.274305000000061341e+02 3.241954787801878263e-02 3.702684957284134981e+01
4.275305000000061568e+02 3.247743149751361469e-02 3.686500604671863357e+01
4.276305000000061796e+02 3.253460005421771745e-02 3.670317685659736640e+01
4.277305000000062023e+02 3.259086775291966664e-02 3.654166445243777872e+01
4.278305000000062250e+02 3.264828240384911456e-02 3.638031170499810685e+01
4.279305000000062478e+02 3.270893857567124668e-02 3.621872039977144908e+01
4.280305000000062705e+02 3.276561735785749746e-02 3.605777130400524300e+01
4.281305000000062932e+02 3.281692801448737873e-02 3.589757817922076555e+01
4.282305000000063160e+02 3.288912190833700316e-02 3.573579935653833672e+01
4.283305000000063387e+02 3.295562440321662262e-02 3.557479092615358240e+01
4.284305000000063615e+02 3.300181587982296133e-02 3.541551675376720709e+01
4.285305000000063842e+02 3.306723932429986995e-02 3.525507466935157197e+01
4.286305000000064069e+02 3.313777285665659572e-02 3.509465728809454532e+01
4.287305000000064297e+02 3.321230102840493081e-02 3.493426828773299775e+01
4.288305000000064524e+02 3.328978709291007670e-02 3.477396127453270225e+01
4.289305000000064751e+02 3.337124649126275988e-02 3.461385728167677200e+01
4.290305000000064979e+02 3.345526940947456812e-02 3.445402077817968944e+01
4.291305000000065206e+02 3.354092431079218339e-02 3.429451140484989935e+01
4.292305000000065434e+02 3.362199851086405955e-02 3.413557265666886309e+01
4.293305000000065661e+02 3.371638172052544846e-02 3.397649586420695300e+01
4.294305000000065888e+02 3.383072966969320056e-02 3.381718427713821740e+01
4.295305000000066116e+02 3.393790289941878147e-02 3.365840763474697894e+01
4.296305000000066343e+02 3.404516989674109817e-02 3.349989769389756589e+01
4.297305000000066570e+02 3.416524622903748670e-02 3.334133570290303794e+01
4.298305000000066798e+02 3.429244080987898374e-02 3.318284098096056312e+01
4.299305000000067025e+02 3.441565818938064486e-02 3.302461100608110911e+01
4.300305000000067253e+02 3.454578222759095013e-02 3.286641738397840129e+01
4.301305000000067480e+02 3.468473303120697682e-02 3.270823388182252955e+01
4.302305000000067707e+02 3.482339322905617790e-02 3.255017833016863449e+01
4.303305000000067935e+02 3.496457434735198572e-02 3.239217751528777001e+01
4.304305000000068162e+02 3.510825381341800555e-02 3.223422246713505501e+01
4.305305000000068389e+02 3.525529625372491455e-02 3.207629434242552691e+01
4.306305000000068617e+02 3.540231762456112763e-02 3.191841539468025601e+01
4.307305000000068844e+02 3.555079470723036122e-02 3.176055766314031104e+01
4.308305000000069072e+02 3.570017856098511161e-02 3.160272354114136206e+01
4.309305000000069299e+02 3.585091124445979882e-02 3.144491364964090607e+01
4.310305000000069526e+02 3.600152733429379248e-02 3.128712046039077421e+01
4.311305000000069754e+02 3.615264482708791666e-02 3.112934053233001919e+01
4.312305000000069981e+02 3.630490031291271763e-02 3.097157558810842914e+01
4.313305000000070208e+02 3.645809601429471358e-02 3.081382412889761468e+01
4.314305000000070436e+02 3.661109217156696682e-02 3.065608097743820437e+01
4.315305000000070663e+02 3.676448030026787522e-02 3.049834839579097334e+01
4.316305000000070891e+02 3.692001758174806580e-02 3.034063702436786159e+01
4.317305000000071118e+02 3.707474080846525494e-02 3.018293807905549997e+01
4.318305000000071345e+02 3.723054497269007168e-02 3.002525821567238751e+01
4.319305000000071573e+02 3.738672558245171446e-02 2.986760658640429256e+01
4.320305000000071800e+02 3.754345714949358648e-02 2.970998535556894637e+01
4.321305000000072027e+02 3.770042896442736546e-02 2.955240542853235297e+01
4.322305000000072255e+02 3.785800285933877546e-02 2.939487195548226239e+01
4.323305000000072482e+02 3.801687132329858304e-02 2.923737809560883250e+01
4.324305000000072710e+02 3.817528506578805880e-02 2.907997201381805041e+01
4.325305000000072937e+02 3.833429189705905155e-02 2.892264197141029669e+01
4.326305000000073164e+02 3.849456267106406843e-02 2.876534132050888104e+01
4.327305000000073392e+02 3.865429244584757396e-02 2.860821172891867548e+01
4.328305000000073619e+02 3.881466164048143208e-02 2.845121698555748324e+01
4.329305000000073846e+02 3.897577870684795776e-02 2.829432372486612834e+01
4.330305000000074074e+02 3.913734414368825326e-02 2.813754865286914253e+01
4.331305000000074301e+02 3.929885591921446208e-02 2.798106555331364476e+01
4.332305000000074529e+02 3.946061445485541525e-02 2.782487147907608716e+01
4.333305000000074756e+02 3.962381493447030001e-02 2.766846386817279679e+01
4.334305000000074983e+02 3.978630629729915102e-02 2.751268618753044493e+01
4.335305000000075211e+02 3.994950570949418189e-02 2.735700999492903307e+01
4.336305000000075438e+02 4.011309920375141086e-02 2.720141349443624534e+01
4.337305000000075665e+02 4.027666682099770301e-02 2.704605233161225897e+01
4.338305000000075893e+02 4.044054270072413443e-02 2.689101552482672375e+01
4.339305000000076120e+02 4.060471826750311486e-02 2.673616197355381985e+01
4.340305000000076348e+02 4.076939433033969357e-02 2.658095565647381520e+01
4.341305000000076575e+02 4.093382303320157456e-02 2.642644038292608855e+01
4.342305000000076802e+02 4.109854659514739633e-02 2.627226519211075839e+01
4.343305000000077030e+02 4.126375661467830691e-02 2.611737772526993950e+01
4.344305000000077257e+02 4.142852941058165067e-02 2.596330665480254041e+01
4.345305000000077484e+02 4.159374495134335326e-02 2.580933704490172076e+01
4.346305000000077712e+02 4.175900557799401558e-02 2.565554698016277513e+01
4.347305000000077939e+02 4.192419110706200464e-02 2.550131561448943174e+01
4.348305000000078167e+02 4.208947908880521227e-02 2.534741493375337384e+01
4.349305000000078394e+02 4.225488522135303210e-02 2.519415488218187349e+01
4.350305000000078621e+02 4.242011921256379908e-02 2.503962804442666368e+01
4.351305000000078849e+02 4.258533492581061120e-02 2.488492766914523813e+01
4.352305000000079076e+02 4.275074987837693824e-02 2.472925302978115525e+01
4.353305000000079303e+02 4.291590115180810017e-02 2.457357764272769174e+01
4.354305000000079531e+02 4.308095852633631040e-02 2.441790257723356206e+01
4.355305000000079758e+02 4.324621822828077222e-02 3.628818361646427348e+01
4.356305000000079986e+02 4.341138955427121388e-02 2.828100493552543426e+01
4.357305000000080213e+02 4.357616063855686978e-02 2.129047113225080068e+01
4.358305000000080440e+02 4.374116342473279018e-02 2.759364069592857049e+01
4.359305000000080668e+02 4.390633239137232968e-02 2.706918639858299258e+01
4.360305000000080895e+02 4.407084574938691796e-02 2.331690777928552194e+01
4.361305000000081122e+02 4.423560187426828216e-02 2.006475248450079363e+01
4.362305000000081350e+02 4.440047951576265445e-02 1.224329991187519262e+01
4.363305000000081577e+02 4.456522142782290419e-02 2.569048474374449853e+01
4.364305000000081805e+02 4.472974768307266119e-02 1.925420052051789810e+01
4.365305000000082032e+02 4.489453278133261060e-02 3.064211600850488537e+01
4.366305000000082259e+02 4.505938236295790877e-02 2.818381848626287578e+01
4.367305000000082487e+02 4.522391166180127209e-02 2.122997688962504270e+01
4.368305000000082714e+02 4.538862820804183407e-02 2.337567728656210164e+01
4.369305000000082941e+02 4.555357180765745584e-02 2.000643990547719042e+01
4.370305000000083169e+02 4.571852415190815616e-02 2.321001920524456708e+01
4.371305000000083396e+02 4.588330659149084806e-02 1.735404251611482351e+01
4.372305000000083623e+02 4.604858118355788926e-02 3.339953111886944725e+01
4.373305000000083851e+02 4.621394153987373743e-02 2.567427646901776939e+01
4.374305000000084078e+02 4.637944042044275794e-02 1.928115156399028507e+01
4.375305000000084306e+02 4.654509429959125671e-02 2.638058930337851393e+01
4.376305000000084533e+02 4.671082320770041096e-02 2.697725800358625037e+01
4.377305000000084760e+02 4.687773884170278599e-02 2.112992850478706330e+01
4.378305000000084988e+02 4.704397994789526194e-02 1.965577608766600548e+01
4.379305000000085215e+02 4.721108890119065510e-02 1.386342717295038618e+01
4.380305000000085442e+02 4.737882227963988863e-02 2.326951633682647014e+01
4.381305000000085670e+02 4.754651157261000072e-02 1.744876770015822487e+01
4.382305000000085897e+02 4.771490229603983502e-02 2.909225653228507724e+01
4.383305000000086125e+02 4.788351799593317665e-02 2.562932114260964767e+01
4.384305000000086352e+02 4.805398310448571325e-02 1.925276936614119805e+01
4.385305000000086579e+02 4.822380028450200251e-02 2.256979735198465775e+01
4.386305000000086807e+02 4.839419891793669132e-02 2.055403725683308380e+01
4.387305000000087034e+02 4.856738912412417175e-02 2.099207085634338199e+01
4.388305000000087261e+02 4.873894144254276722e-02 1.629878744570486404e+01
4.389305000000087489e+02 4.891236941050285808e-02 3.153738983365472848e+01
4.390305000000087716e+02 4.908668463307595820e-02 2.328924134870152685e+01
