# lambda	calibration	sensitivity
4.194781000000042468e+02 9.576852035776942454e-03 1.045170047723980815e+02
4.195781000000042695e+02 9.616937702081771941e-03 1.039074454247131456e+02
4.196781000000042923e+02 9.657074353164032607e-03 1.032989151616348522e+02
4.197781000000043150e+02 9.697645588777538406e-03 1.026991566197233112e+02
4.198781000000043377e+02 9.738216824391044205e-03 1.020993980778117702e+02
4.199781000000043605e+02 9.778788060004550003e-03 1.014996395359002435e+02
4.200781000000043832e+02 9.820672413613000529e-03 1.009070879889893462e+02
4.201781000000044060e+02 9.863081540243434295e-03 1.003174166375829230e+02
4.202781000000044287e+02 9.905490666873868061e-03 9.972774528617651413e+01
4.203781000000044514e+02 9.947271832979999798e-03 9.914148578834314662e+01
4.204781000000044742e+02 9.987744423624324644e-03 9.856233608116092171e+01
4.205781000000044969e+02 1.002821701426864949e-02 9.798318637397869679e+01
4.206781000000045196e+02 1.006868960491297434e-02 9.740403666679645767e+01
4.207781000000045424e+02 1.010970066444089564e-02 9.683530575047677758e+01
4.208781000000045651e+02 1.015074991623686473e-02 9.626731381326149517e+01
4.209781000000045879e+02 1.019179916803283209e-02 9.569932187604621276e+01
4.210781000000046106e+02 1.023386650240133526e-02 9.513777235190985948e+01
4.211781000000046333e+02 1.027678722951430243e-02 9.458162308579453281e+01
4.212781000000046561e+02 1.031970795662727133e-02 9.402547381967922036e+01
4.213781000000046788e+02 1.036233356397241526e-02 9.347120581486538526e+01
4.214781000000047015e+02 1.040333018254623217e-02 9.292732191125438135e+01
4.215781000000047243e+02 1.044432680112005081e-02 9.238343800764337743e+01
4.216781000000047470e+02 1.048532341969386945e-02 9.183955410403238773e+01
4.217781000000047698e+02 1.052678267704240493e-02 9.130481684116597307e+01
4.218781000000047925e+02 1.056838549438281552e-02 9.077291784379468709e+01
4.219781000000048152e+02 1.060998831172322611e-02 9.024101884642340110e+01
4.220781000000048380e+02 1.065223752054076344e-02 8.971344246953714219e+01
4.221781000000048607e+02 1.069557329090273408e-02 8.919313226703040698e+01
4.222781000000048834e+02 1.073890906126470299e-02 8.867282206452365756e+01
4.223781000000049062e+02 1.078224483162667363e-02 8.815251186201692235e+01
4.224781000000049289e+02 1.082386260478615699e-02 8.764321015085387501e+01
4.225781000000049517e+02 1.086545027567276112e-02 8.713410132743821634e+01
4.226781000000049744e+02 1.090703794655936525e-02 8.662499250402257189e+01
4.227781000000049971e+02 1.094896831210675180e-02 8.612236693634640972e+01
4.228781000000050199e+02 1.099113429252245380e-02 8.562419883948068389e+01
4.229781000000050426e+02 1.103330027293815581e-02 8.512603074261494385e+01
4.230781000000050653e+02 1.107575492908957453e-02 8.463005929915583181e+01
4.231781000000050881e+02 1.111934724349235293e-02 8.414274476919595713e+01
4.232781000000051108e+02 1.116293955789513133e-02 8.365543023923606825e+01
4.233781000000051336e+02 1.120653187229790800e-02 8.316811570927617936e+01
4.234781000000051563e+02 1.124898256933657727e-02 8.268935954750538997e+01
4.235781000000051790e+02 1.129116927992246736e-02 8.221258241419968726e+01
4.236781000000052018e+02 1.133335599050835744e-02 8.173580528089398456e+01
4.237781000000052245e+02 1.137575576998922124e-02 8.126335810143952187e+01
4.238781000000052472e+02 1.141844702448926649e-02 8.079683423323142222e+01
4.239781000000052700e+02 1.146113827898931348e-02 8.033031036502332256e+01
4.240781000000052927e+02 1.150385964298075540e-02 7.986410935290676605e+01
4.241781000000053155e+02 1.154749181908541755e-02 7.940767473754279138e+01
4.242781000000053382e+02 1.159112399519007797e-02 7.895124012217881670e+01
4.243781000000053609e+02 1.163475617129473838e-02 7.849480550681484203e+01
4.244781000000053837e+02 1.167783556487913925e-02 7.804472559460765524e+01
4.245781000000054064e+02 1.172060699057472441e-02 7.759818603406415605e+01
4.246781000000054291e+02 1.176337841627030784e-02 7.715164647352065685e+01
4.247781000000054519e+02 1.180624928524240565e-02 7.670756810322569663e+01
4.248781000000054746e+02 1.184941484227043998e-02 7.627078317090941084e+01
4.249781000000054973e+02 1.189258039929847605e-02 7.583399823859311084e+01
4.250781000000055201e+02 1.193574595632651038e-02 7.539721330627681084e+01
4.251781000000055428e+02 1.197913200500180103e-02 7.496850693111144892e+01
4.252781000000055656e+02 1.202255335280389727e-02 7.454109387483971716e+01
4.253781000000055883e+02 1.206597470060599350e-02 7.411368081856797119e+01
4.254781000000056110e+02 1.210936989069119271e-02 7.369051321848291991e+01
4.255781000000056338e+02 1.215273584542036871e-02 7.327209058232507743e+01
4.256781000000056565e+02 1.219610180014954644e-02 7.285366794616723496e+01
4.257781000000056792e+02 1.223948873754241752e-02 7.243594257197962349e+01
4.258781000000057020e+02 1.228310955275598547e-02 7.202598904756406739e+01
4.259781000000057247e+02 1.232673036796955342e-02 7.161603552314852550e+01
4.260781000000057475e+02 1.237035118318312137e-02 7.120608199873296940e+01
4.261781000000057702e+02 1.241351754407826746e-02 7.080173109006085497e+01
4.262781000000057929e+02 1.245648205070425639e-02 7.039986868652647445e+01
4.263781000000058157e+02 1.249944655733024532e-02 6.999800628299209393e+01
4.264781000000058384e+02 1.254273707820510037e-02 6.959854525496112387e+01
4.265781000000058611e+02 1.258677913977672078e-02 6.920461997092084516e+01
4.266781000000058839e+02 1.263082120134834292e-02 6.881069468688056645e+01
4.267781000000059066e+02 1.267486326291996507e-02 6.841676940284028774e+01
4.268781000000059294e+02 1.271898816361224233e-02 6.802989810511814994e+01
4.269781000000059521e+02 1.276312099286112424e-02 6.764370194650128099e+01
4.270781000000059748e+02 1.280725382211000442e-02 6.725750578788442624e+01
4.271781000000059976e+02 1.285049676375733460e-02 7.931581530852244555e+01
4.272781000000060203e+02 1.289292730591185335e-02 1.027350091526514149e+02
4.273781000000060430e+02 1.293535784806637209e-02 1.261542029967803842e+02
4.274781000000060658e+02 1.297771901875395019e-02 6.884778766047395493e+01
4.275781000000060885e+02 1.302261441787668124e-02 9.183402964527579115e+01
4.276781000000061113e+02 1.306750981699941229e-02 1.148202716300776132e+02
4.277781000000061340e+02 1.311244527984634610e-02 9.434450322336573436e+01
4.278781000000061567e+02 1.315720845263418197e-02 8.130120345786426128e+01
4.279781000000061795e+02 1.320188157792556022e-02 1.038650846100374707e+02
4.280781000000062022e+02 1.324655470321694020e-02 1.264289657622106802e+02
4.281781000000062249e+02 1.329085052252454088e-02 7.113800531550626260e+01
4.282781000000062477e+02 1.333272549647833254e-02 9.328386167809325968e+01
4.283781000000062704e+02 1.337460047043212592e-02 1.154297180406802568e+02
4.284781000000062932e+02 1.341593987848519083e-02 6.617667378504589237e+01
4.285781000000063159e+02 1.346210779344607714e-02 8.306562628879336785e+01
4.286781000000063386e+02 1.350847478042495678e-02 1.048005149519604515e+02
4.287781000000063614e+02 1.355487096988126396e-02 1.079119369814923601e+02
4.288781000000063841e+02 1.360116070915339502e-02 7.319128047609360976e+01
4.289781000000064068e+02 1.364723931486939643e-02 9.452904947790341339e+01
4.290781000000064296e+02 1.369331792058539783e-02 1.158668184797132312e+02
4.291781000000064523e+02 1.373967854632380386e-02 6.366735451025036951e+01
4.292781000000064751e+02 1.378189467638611665e-02 8.460846508329433391e+01
4.293781000000064978e+02 1.382411080644842770e-02 1.055495756563382770e+02
4.294781000000065205e+02 1.386592494878725705e-02 8.060618084050371124e+01
4.295781000000065433e+02 1.391352123874212664e-02 7.502444680351979400e+01
4.296781000000065660e+02 1.396280266861351683e-02 9.558103719722905112e+01
4.297781000000065887e+02 1.401208409848490877e-02 1.161376275909382940e+02
4.298781000000066115e+02 1.406154807028076395e-02 6.577605653264352270e+01
4.299781000000066342e+02 1.411072636052290025e-02 8.594662883342913062e+01
4.300781000000066570e+02 1.415990465076503481e-02 1.061172011342147528e+02
4.301781000000066797e+02 1.421045049139128130e-02 5.685080382481829986e+01
4.302781000000067024e+02 1.425512508723549530e-02 7.664772855236535065e+01
4.303781000000067252e+02 1.429979968307971104e-02 9.644465327991241566e+01
4.304781000000067479e+02 1.434429829823563943e-02 9.337694698689300310e+01
4.305781000000067706e+02 1.439470145868330248e-02 6.765905112963196189e+01
4.306781000000067934e+02 1.444909945299003781e-02 8.709187632124633183e+01
4.307781000000068161e+02 1.450349744729677488e-02 1.065247015128607018e+02
4.308781000000068389e+02 1.455834595476945999e-02 5.899102011444455229e+01
4.309781000000068616e+02 1.461303271401014243e-02 7.806419840227626139e+01
4.310781000000068843e+02 1.466771947325082662e-02 9.713737669010797049e+01
4.311781000000069071e+02 1.472374376287678005e-02 6.850162659316092117e+01
4.312781000000069298e+02 1.477512875943619124e-02 6.933417418832182477e+01
4.313781000000069525e+02 1.482531917727376858e-02 8.805395573355778538e+01
4.314781000000069753e+02 1.487550051735352617e-02 1.046600620522717833e+02
4.315781000000069980e+02 1.493074457847418275e-02 6.090244839240245511e+01
4.316781000000070208e+02 1.499258917230643536e-02 7.927912444760627864e+01
4.317781000000070435e+02 1.505443376613868796e-02 9.765580050281010926e+01
4.318781000000070662e+02 1.511683792632683224e-02 5.276197748885812899e+01
4.319781000000070890e+02 1.517940273718142163e-02 7.079908410550112308e+01
4.320781000000071117e+02 1.524196754803601277e-02 8.883619072214409584e+01
4.321781000000071344e+02 1.530538986060822788e-02 8.051738923129164505e+01
4.322781000000071572e+02 1.536647980426973474e-02 6.260488032303667438e+01
4.323781000000071799e+02 1.542515323049264454e-02 8.031561741944855726e+01
4.324781000000072027e+02 1.548382665671555435e-02 9.802635451586044724e+01
4.325781000000072254e+02 1.554604067602889314e-02 5.468293110631872622e+01
4.326781000000072481e+02 1.561683357890138873e-02 7.207296034021163678e+01
4.327781000000072709e+02 1.568762648177388433e-02 8.946298957410456865e+01
4.328781000000072936e+02 1.575888253894372135e-02 5.786287548438517092e+01
4.329781000000073163e+02 1.583067788702382031e-02 6.410853344270402943e+01
4.330781000000073391e+02 1.590247215074857071e-02 8.118227837248076639e+01
4.331781000000073618e+02 1.597450119474737307e-02 9.115697364102314282e+01
4.332781000000073846e+02 1.604649319095353965e-02 5.641561536023002787e+01
4.333781000000074073e+02 1.611532113805380292e-02 7.317799409325152737e+01
4.334781000000074300e+02 1.618414908515406619e-02 8.994037282627303398e+01
4.335781000000074528e+02 1.625457990068057690e-02 4.898096759188919691e+01
4.336781000000074755e+02 1.633444333405201926e-02 6.544143811697517776e+01
4.337781000000074982e+02 1.641430676742346162e-02 8.190190864206115862e+01
4.338781000000075210e+02 1.649444536333610767e-02 6.914133476037727633e+01
4.339781000000075437e+02 1.657533913496562691e-02 5.796531520063965814e+01
4.340781000000075665e+02 1.665625976012381770e-02 7.412393835933643516e+01
4.341781000000075892e+02 1.673718038528200502e-02 9.028256151803321927e+01
4.342781000000076119e+02 1.681903895448568290e-02 5.074584664074465934e+01
4.343781000000076347e+02 1.689785266997575336e-02 6.661292514940433307e+01
4.344781000000076574e+02 1.697666638546582382e-02 8.248000365806399259e+01
4.345781000000076801e+02 1.705579903310253109e-02 4.849807780110639044e+01
4.346781000000077029e+02 1.714322746834546357e-02 5.935470533336069821e+01
4.347781000000077256e+02 1.723105995205664182e-02 7.493256803112271314e+01
4.348781000000077483e+02 1.731898537185859455e-02 7.922676107365064979e+01
4.349781000000077711e+02 1.740767534105536196e-02 5.234102246009937431e+01
4.350781000000077938e+02 1.749641316028821558e-02 6.764164078589313078e+01
4.351781000000078166e+02 1.758515097952106920e-02 8.294225911168686594e+01
4.352781000000078393e+02 1.767490098479268523e-02 4.556778536452578976e+01
4.353781000000078620e+02 1.776191888254903539e-02 6.059345538531068343e+01
4.354781000000078848e+02 1.784893678030538555e-02 7.561912540609557709e+01
4.355781000000079075e+02 1.793607069809335583e-02 5.916696807395227609e+01
4.356781000000079302e+02 1.802864275896474272e-02 5.378713106179910852e+01
4.357781000000079530e+02 1.812265010190752812e-02 6.854566874612505956e+01
4.358781000000079757e+02 1.821665744485031005e-02 8.330420643045101770e+01
4.359781000000079985e+02 1.831120325093898299e-02 4.719903600920682862e+01
4.360781000000080212e+02 1.840575392656139050e-02 6.169633413040357794e+01
4.361781000000080439e+02 1.850030460218379802e-02 7.619363225160032016e+01
4.362781000000080667e+02 1.859589392332897106e-02 4.083947250172857935e+01
4.363781000000080894e+02 1.868835134902235504e-02 5.507819203666204544e+01
4.364781000000081121e+02 1.878080877471573901e-02 6.931691157159551153e+01
4.365781000000081349e+02 1.887423143077748139e-02 6.872460026561003588e+01
4.366781000000081576e+02 1.897265826352613829e-02 4.867863480433101131e+01
4.367781000000081804e+02 1.907119615008119259e-02 6.266305313148507850e+01
4.368781000000082031e+02 1.916973403663624689e-02 7.664747145863914568e+01
4.369781000000082258e+02 1.926931037709884650e-02 4.248636880077192046e+01
4.370781000000082486e+02 1.936939031907313272e-02 5.622311305015255556e+01
4.371781000000082713e+02 1.946947026104741546e-02 6.995985729953318355e+01
4.372781000000082940e+02 1.957004545359516262e-02 5.039439617585554743e+01
4.373781000000083168e+02 1.967165440047870945e-02 4.999864680622073365e+01
4.374781000000083395e+02 1.977331147157887492e-02 6.348677739292403288e+01
4.375781000000083623e+02 1.987496854267903693e-02 7.697490797962733211e+01
4.376781000000083850e+02 1.997806991499993454e-02 4.398022600793515835e+01
4.377781000000084077e+02 2.008134031979575199e-02 5.722648747067681541e+01
4.378781000000084305e+02 2.018461072459157291e-02 7.047274893341847246e+01
4.379781000000084532e+02 2.028871219346778040e-02 3.816709953323690740e+01
4.380781000000084759e+02 2.039363080213085766e-02 5.117031658616916445e+01
4.381781000000084987e+02 2.049854941079393839e-02 6.417353363910140729e+01
4.382781000000085214e+02 2.060376833225481194e-02 5.941018369858545611e+01
4.383781000000085442e+02 2.071027245515615414e-02 4.531754448556532111e+01
4.384781000000085669e+02 2.081687626256984933e-02 5.808501610809823035e+01
4.385781000000085896e+02 2.092348006998354451e-02 7.085248773063113958e+01
4.386781000000086124e+02 2.103134179103455584e-02 3.966621115313770218e+01
4.387781000000086351e+02 2.113966877450173393e-02 5.219798432708657288e+01
4.388781000000086578e+02 2.124799575796891202e-02 6.472975750103545067e+01
4.389781000000086806e+02 2.135696154890203216e-02 4.266624513202884827e+01
4.390781000000087033e+02 2.146701837467160714e-02 4.650999052389548893e+01
4.391781000000087261e+02 2.157710771854819479e-02 5.880971391496186129e+01
4.392781000000087488e+02 2.168726834290600480e-02 6.739154962356977308e+01
