# lambda	calibration	sensitivity
4.006780999999999722e+02 4.577451437008151630e-03 1.704021714906188834e+02
4.007780999999999949e+02 4.645050702824705946e-03 1.693490864428117391e+02
4.008781000000000176e+02 4.712649968641259395e-03 1.682960013950045948e+02
4.009781000000000404e+02 4.780249234457812843e-03 1.672429163471974505e+02
4.010781000000000631e+02 4.847944601295771719e-03 1.662041863140609905e+02
4.011781000000000859e+02 4.915701668461101327e-03 1.651746727189150477e+02
4.012781000000001086e+02 4.983458735626430935e-03 1.641451591237691048e+02
4.013781000000001313e+02 5.051250817076254063e-03 1.631206340955623944e+02
4.014781000000001541e+02 5.119169121506703807e-03 1.621140923503850502e+02
4.015781000000001768e+02 5.187087425937153551e-03 1.611075506052077060e+02
4.016781000000001995e+02 5.255005730367603295e-03 1.601010088600303618e+02
4.017781000000002223e+02 5.323059234527173500e-03 1.591129381356469707e+02
4.018781000000002450e+02 5.391141332046218981e-03 1.581287738431838648e+02
4.019781000000002678e+02 5.459223429565264463e-03 1.571446095507207588e+02
4.020781000000002905e+02 5.527377379377869382e-03 1.561699147839719615e+02
4.021781000000003132e+02 5.595625035177002708e-03 1.552075696751822420e+02
4.022781000000003360e+02 5.663872690976136902e-03 1.542452245663925225e+02
4.023781000000003587e+02 5.732127443754052656e-03 1.532837867343108087e+02
4.024781000000003814e+02 5.800541695299218578e-03 1.523427392008249797e+02
4.025781000000004042e+02 5.868955946844384500e-03 1.514016916673391790e+02
4.026781000000004269e+02 5.937370198389551289e-03 1.504606441338533500e+02
4.027781000000004497e+02 6.005893165369357092e-03 1.495331347239370530e+02
4.028781000000004724e+02 6.074474368348287481e-03 1.486128773307648601e+02
4.029781000000004951e+02 6.143055571327217870e-03 1.476926199375926672e+02
4.030781000000005179e+02 6.211680071564591732e-03 1.467776351672128783e+02
4.031781000000005406e+02 6.280427956320710874e-03 1.458776758291387807e+02
4.032781000000005633e+02 6.349175841076830015e-03 1.449777164910646832e+02
4.033781000000005861e+02 6.417923725832949157e-03 1.440777571529905856e+02
4.034781000000006088e+02 6.486815530576062194e-03 1.431950083784263370e+02
4.035781000000006316e+02 6.555729221768808769e-03 1.423148768784970741e+02
4.036781000000006543e+02 6.624642912961555344e-03 1.414347453785678113e+02
4.037781000000006770e+02 6.693635018768821429e-03 1.405638658727819745e+02
4.038781000000006998e+02 6.762713101186973788e-03 1.397031305869896016e+02
4.039781000000007225e+02 6.831791183605126147e-03 1.388423953011972287e+02
4.040781000000007452e+02 6.900883159444677097e-03 1.379832838885664330e+02
4.041781000000007680e+02 6.970123738019526512e-03 1.371415412713289186e+02
4.042781000000007907e+02 7.039364316594375059e-03 1.362997986540914326e+02
4.043781000000008135e+02 7.108604895169223607e-03 1.354580560368539182e+02
4.044781000000008362e+02 7.177956554015732689e-03 1.346292180342999529e+02
4.045781000000008589e+02 7.247357241373853474e-03 1.338060758591094555e+02
4.046781000000008817e+02 7.316757928731975127e-03 1.329829336839189864e+02
4.047781000000009044e+02 7.386206222051206610e-03 1.321653154898534410e+02
4.048781000000009271e+02 7.455764196094857507e-03 1.313604241526211069e+02
4.049781000000009499e+02 7.525322170138507537e-03 1.305555328153888013e+02
4.050781000000009726e+02 7.594880144182158434e-03 1.297506414781564672e+02
4.051781000000009954e+02 7.664578583807708789e-03 1.289621108844697517e+02
4.052781000000010181e+02 7.734290653163628654e-03 1.281751678150728821e+02
4.053781000000010408e+02 7.804002722519548518e-03 1.273882247456760268e+02
4.054781000000010636e+02 7.873793038130233804e-03 1.266104584991741149e+02
4.055781000000010863e+02 7.943655630262376130e-03 1.258411689374523803e+02
4.056781000000011090e+02 8.013518222394518456e-03 1.250718793757306315e+02
4.057781000000011318e+02 8.083399685537834625e-03 1.243048239074388022e+02
4.058781000000011545e+02 8.153408882790962736e-03 1.235528905718645092e+02
4.059781000000011772e+02 8.223418080044090847e-03 1.228009572362902162e+02
4.060781000000012000e+02 8.293427277297218958e-03 1.220490239007159232e+02
4.061781000000012227e+02 8.363541452144062152e-03 1.213096890047851986e+02
4.062781000000012455e+02 8.433693030508965932e-03 1.205748429330700731e+02
4.063781000000012682e+02 8.503844608873871447e-03 1.198399968613549476e+02
4.064781000000012909e+02 8.574043913650873650e-03 1.191109855262997996e+02
4.065781000000013137e+02 8.644333353918480164e-03 1.183929936001687651e+02
4.066781000000013364e+02 8.714622794186084945e-03 1.176750016740377447e+02
4.067781000000013591e+02 8.784912234453691460e-03 1.169570097479067243e+02
4.068781000000013819e+02 8.855328767593997896e-03 1.162549290686773702e+02
4.069781000000014046e+02 8.925751289403696317e-03 1.155535981340661777e+02
4.070781000000014274e+02 8.996173811213394739e-03 1.148522671994549995e+02
4.071781000000014501e+02 9.066668503071502808e-03 1.141602397072508097e+02
4.072781000000014728e+02 9.137219065417718361e-03 1.134754144808038632e+02
4.073781000000014956e+02 9.207769627763933915e-03 1.127905892543569024e+02
4.074781000000015183e+02 9.278341370316241926e-03 1.121085673197121508e+02
4.075781000000015410e+02 9.349014688000877732e-03 1.114399892927665405e+02
4.076781000000015638e+02 9.419688005685511803e-03 1.107714112658209160e+02
4.077781000000015865e+02 9.490361323370147609e-03 1.101028332388753057e+02
4.078781000000016093e+02 9.561126257601139725e-03 1.094464004691343462e+02
