# lambda	calibration	sensitivity
4.006780999999999722e+02 2.239106740310894440e-03 3.396745470055860210e+02
4.007780999999999949e+02 2.274625265098676255e-03 3.375038195591979502e+02
4.008781000000000176e+02 2.310143789886458070e-03 3.353330921128098225e+02
4.009781000000000404e+02 2.345662314674239884e-03 3.331623646664217517e+02
4.010781000000000631e+02 2.381226637607808307e-03 3.310234572489258653e+02
4.011781000000000859e+02 2.416820364605420587e-03 3.289049794394707078e+02
4.012781000000001086e+02 2.452414091603032868e-03 3.267865016300156071e+02
4.013781000000001313e+02 2.488024455912872263e-03 3.246790614736304974e+02
4.014781000000001541e+02 2.523694796063123778e-03 3.226114109485278050e+02
4.015781000000001768e+02 2.559365136213375292e-03 3.205437604234251694e+02
4.016781000000001995e+02 2.595035476363626806e-03 3.184761098983224770e+02
4.017781000000002223e+02 2.630769872824085826e-03 3.164492773402512285e+02
4.018781000000002450e+02 2.666517816538791635e-03 3.144310773645971153e+02
4.019781000000002678e+02 2.702265760253497878e-03 3.124128773889430022e+02
4.020781000000002905e+02 2.738047648790372518e-03 3.104155480164993151e+02
4.021781000000003132e+02 2.773873806381043153e-03 3.084454369883342792e+02
4.022781000000003360e+02 2.809699963971713354e-03 3.064753259601693003e+02
4.023781000000003587e+02 2.845529464468389818e-03 3.045072089579463182e+02
4.024781000000003814e+02 2.881434094031029049e-03 3.025839060504813460e+02
4.025781000000004042e+02 2.917338723593668279e-03 3.006606031430163739e+02
4.026781000000004269e+02 2.953243353156307510e-03 2.987373002355514586e+02
4.027781000000004497e+02 2.989199033824301542e-03 2.968436977896257076e+02
4.028781000000004724e+02 3.025182061226792257e-03 2.949660050998256224e+02
4.029781000000004951e+02 3.061165088629282972e-03 2.930883124100255372e+02
4.030781000000005179e+02 3.097168381596040760e-03 2.912221574774889064e+02
4.031781000000005406e+02 3.133229425491704766e-03 2.893888817774610516e+02
4.032781000000005633e+02 3.169290469387368771e-03 2.875556060774332536e+02
4.033781000000005861e+02 3.205351513283032777e-03 2.857223303774053988e+02
4.034781000000006088e+02 3.241479684677302502e-03 2.839265985081824510e+02
4.035781000000006316e+02 3.277618064400853078e-03 2.821365760694503138e+02
4.036781000000006543e+02 3.313756444124403219e-03 2.803465536307181765e+02
4.037781000000006770e+02 3.349931259671380321e-03 2.785766165656332305e+02
4.038781000000006998e+02 3.386146024768990279e-03 2.768287018284669898e+02
4.039781000000007225e+02 3.422360789866599803e-03 2.750807870913007491e+02
4.040781000000007452e+02 3.458581983867887837e-03 2.733363741684065076e+02
4.041781000000007680e+02 3.494871940821375322e-03 2.716294163233067138e+02
4.042781000000007907e+02 3.531161897774863240e-03 2.699224584782069769e+02
4.043781000000008135e+02 3.567451854728350726e-03 2.682155006331072400e+02
4.044781000000008362e+02 3.603792976885436452e-03 2.665361661240119702e+02
4.045781000000008589e+02 3.640156682294627341e-03 2.648690239784194773e+02
4.046781000000008817e+02 3.676520387703817797e-03 2.632018818328269845e+02
4.047781000000009044e+02 3.712905909840289766e-03 2.615464547026975310e+02
4.048781000000009271e+02 3.749341696153701310e-03 2.599180181290569749e+02
4.049781000000009499e+02 3.785777482467112855e-03 2.582895815554164187e+02
4.050781000000009726e+02 3.822213268780524399e-03 2.566611449817759194e+02
4.051781000000009954e+02 3.858713062570212626e-03 2.550670514993652205e+02
4.052781000000010181e+02 3.895219067167070628e-03 2.534762904138816850e+02
4.053781000000010408e+02 3.931725071763928631e-03 2.518855293283981212e+02
4.054781000000010636e+02 3.968266505002454592e-03 2.503138237871198157e+02
4.055781000000010863e+02 4.004840663883725733e-03 2.487597199630579894e+02
4.056781000000011090e+02 4.041414822764996875e-03 2.472056161389961346e+02
4.057781000000011318e+02 4.077997464885780785e-03 2.456561006698505594e+02
4.058781000000011545e+02 4.114637528362393749e-03 2.441376428597403390e+02
4.059781000000011772e+02 4.151277591839005847e-03 2.426191850496301186e+02
4.060781000000012000e+02 4.187917655315618812e-03 2.411007272395198981e+02
4.061781000000012227e+02 4.224604527062704971e-03 2.396078453857845432e+02
4.062781000000012455e+02 4.261308076597194842e-03 2.381240762456518496e+02
4.063781000000012682e+02 4.298011626131684713e-03 2.366403071055191560e+02
4.064781000000012909e+02 4.334736259676653936e-03 2.351682583844090857e+02
4.065781000000013137e+02 4.371500712213767514e-03 2.337183446965487974e+02
4.066781000000013364e+02 4.408265164750881961e-03 2.322684310086885091e+02
4.067781000000013591e+02 4.445029617287996407e-03 2.308185173208282492e+02
4.068781000000013819e+02 4.481849622140268545e-03 2.294003258491554789e+02
4.069781000000014046e+02 4.518672244640898304e-03 2.279836291415957987e+02
4.070781000000014274e+02 4.555494867141528063e-03 2.265669324340361186e+02
4.071781000000014501e+02 4.592348651965467293e-03 2.251688130727038981e+02
4.072781000000014728e+02 4.629226561121485388e-03 2.237850753755708979e+02
4.073781000000014956e+02 4.666104470277502615e-03 2.224013376784378693e+02
4.074781000000015183e+02 4.702991396356526708e-03 2.210233703815339936e+02
4.075781000000015410e+02 4.739921565411727225e-03 2.196730765248358068e+02
4.076781000000015638e+02 4.776851734466927742e-03 2.183227826681375916e+02
4.077781000000015865e+02 4.813781903522128258e-03 2.169724888114394048e+02
4.078781000000016093e+02 4.850750437922846450e-03 2.156491620645572311e+02
4.079781000000016320e+02 4.887729703308515104e-03 2.143333781573305146e+02
4.080781000000016547e+02 4.924708968694182891e-03 2.130175942501037696e+02
4.081781000000016775e+02 4.961706108421144214e-03 2.117138779420604067e+02
4.082781000000017002e+02 4.998731169049805585e-03 2.104290120210058888e+02
4.083781000000017229e+02 5.035756229678467824e-03 2.091441460999513424e+02
4.084781000000017457e+02 5.072781290307129196e-03 2.078592801788967961e+02
4.085781000000017684e+02 5.109848673597362952e-03 2.066025999369415445e+02
4.086781000000017912e+02 5.146916090772834206e-03 2.053459422615823371e+02
4.087781000000018139e+02 5.183983507948305459e-03 2.040892845862231297e+02
4.088781000000018366e+02 5.221074500683184176e-03 2.028497603437265866e+02
4.089781000000018594e+02 5.258180693449784893e-03 2.016212826566274998e+02
4.090781000000018821e+02 5.295286886216385609e-03 2.003928049695284130e+02
4.091781000000019048e+02 5.332400684099217539e-03 1.991703921683966314e+02
4.092781000000019276e+02 5.369541923484389030e-03 1.979698632645547320e+02
4.093781000000019503e+02 5.406683162869560522e-03 1.967693343607128327e+02
4.094781000000019731e+02 5.443824402254732880e-03 1.955688054568709049e+02
4.095781000000019958e+02 5.480991390124772059e-03 1.943914092711220576e+02
4.096781000000020185e+02 5.518163795595455376e-03 1.932188803165551008e+02
4.097781000000020413e+02 5.555336201066137826e-03 1.920463513619881439e+02
4.098781000000020640e+02 5.592520395279361456e-03 1.908861721802863656e+02
4.099781000000020867e+02 5.629719916891594809e-03 1.897420498338036055e+02
4.100781000000021095e+02 5.666919438503829030e-03 1.885979274873208169e+02
4.101781000000021322e+02 5.704119967020503286e-03 1.874550607884426938e+02
4.102781000000021550e+02 5.741342372824555923e-03 1.863394758875059551e+02
4.103781000000021777e+02 5.778564778628608560e-03 1.852238909865691880e+02
4.104781000000022004e+02 5.815787184432661197e-03 1.841083060856324494e+02
4.105781000000022232e+02 5.853021644272483372e-03 1.830108453348783826e+02
4.106781000000022459e+02 5.890262509549382998e-03 1.819230156409585675e+02
4.107781000000022686e+02 5.927503374826282624e-03 1.808351859470387524e+02
4.108781000000022914e+02 5.964747857496729283e-03 1.797543496103611744e+02
4.109781000000023141e+02 6.002002544918549724e-03 1.786932416971971520e+02
4.110781000000023369e+02 6.039257232340369298e-03 1.776321337840331296e+02
4.111781000000023596e+02 6.076511919762188872e-03 1.765710258708691072e+02
4.112781000000023823e+02 6.113774420456508790e-03 1.755323165758970561e+02
4.113781000000024051e+02 6.151038076178164636e-03 1.744969184436026239e+02
4.114781000000024278e+02 6.188301731899820482e-03 1.734615203113081634e+02
4.115781000000024505e+02 6.225567260320980477e-03 1.724376521600640899e+02
4.116781000000024733e+02 6.262834819207570812e-03 1.714262853353204150e+02
4.117781000000024960e+02 6.300102378094161147e-03 1.704149185105767117e+02
