# lambda	calibration	sensitivity
4.006780999999999722e+02 2.054789060966173957e-03 3.782287939529442724e+02
4.007780999999999949e+02 2.086538774115225241e-03 3.757654923267370464e+02
4.008781000000000176e+02 2.118288487264276092e-03 3.733021907005298203e+02
4.009781000000000404e+02 2.150038200413327376e-03 3.708388890743225943e+02
4.010781000000000631e+02 2.181833463855791660e-03 3.684116734461327383e+02
4.011781000000000859e+02 2.213657972232122451e-03 3.660076263322691830e+02
4.012781000000001086e+02 2.245482480608453242e-03 3.636035792184056845e+02
4.013781000000001313e+02 2.277323612337340489e-03 3.612120990002284771e+02
4.014781000000001541e+02 2.309224669583428979e-03 3.588659211794496287e+02
4.015781000000001768e+02 2.341125726829517469e-03 3.565197433586707234e+02
4.016781000000001995e+02 2.373026784075606393e-03 3.541735655378918750e+02
4.017781000000002223e+02 2.404992138597800665e-03 3.518739826512708078e+02
4.018781000000002450e+02 2.436971091336063294e-03 3.495842541165097828e+02
4.019781000000002678e+02 2.468950044074326357e-03 3.472945255817487009e+02
4.020781000000002905e+02 2.500963230127708700e-03 3.450286850280837143e+02
4.021781000000003132e+02 2.533021061472236039e-03 3.427939979244191022e+02
4.022781000000003360e+02 2.565078892816763812e-03 3.405593108207544901e+02
4.023781000000003587e+02 2.597140112100979059e-03 3.383269081323201704e+02
4.024781000000003814e+02 2.629277472546149956e-03 3.361458457993142019e+02
4.025781000000004042e+02 2.661414832991321287e-03 3.339647834663082335e+02
4.026781000000004269e+02 2.693552193436492617e-03 3.317837211333022651e+02
4.027781000000004497e+02 2.725741563459140732e-03 3.296366647430320427e+02
4.028781000000004724e+02 2.757958793644593645e-03 3.275078244419304383e+02
4.029781000000004951e+02 2.790176023830046557e-03 3.253789841408288908e+02
4.030781000000005179e+02 2.822414016183363329e-03 3.232633603776645259e+02
4.031781000000005406e+02 2.854711174640540538e-03 3.211853998807550852e+02
4.032781000000005633e+02 2.887008333097717747e-03 3.191074393838457013e+02
4.033781000000005861e+02 2.919305491554895389e-03 3.170294788869362606e+02
4.034781000000006088e+02 2.951671842426075842e-03 3.149945028278258974e+02
4.035781000000006316e+02 2.984048715645928797e-03 3.129660635726201576e+02
4.036781000000006543e+02 3.016425588865782187e-03 3.109376243174143610e+02
4.037781000000006770e+02 3.048840269781499367e-03 3.089321514685895522e+02
4.038781000000006998e+02 3.081296404418257424e-03 3.069518598158588247e+02
4.039781000000007225e+02 3.113752539055015481e-03 3.049715681631280972e+02
4.040781000000007452e+02 3.146215393799381508e-03 3.029952829375894794e+02
4.041781000000007680e+02 3.178750126185936418e-03 3.010618500824231205e+02
4.042781000000007907e+02 3.211284858572490894e-03 2.991284172272567048e+02
4.043781000000008135e+02 3.243819590959045370e-03 2.971949843720903459e+02
4.044781000000008362e+02 3.276408242718100144e-03 2.952932186928019291e+02
4.045781000000008589e+02 3.309020693361881989e-03 2.934054302434667534e+02
4.046781000000008817e+02 3.341633144005664267e-03 2.915176417941315776e+02
4.047781000000009044e+02 3.374268794669015199e-03 2.896433015484654447e+02
4.048781000000009271e+02 3.406957896515652902e-03 2.877999450007678774e+02
4.049781000000009499e+02 3.439646998362290604e-03 2.859565884530703102e+02
4.050781000000009726e+02 3.472336100208928307e-03 2.841132319053727429e+02
4.051781000000009954e+02 3.505093959268627997e-03 2.823092229105944853e+02
4.052781000000010181e+02 3.537858490014460493e-03 2.805090319083074064e+02
4.053781000000010408e+02 3.570623020760293424e-03 2.787088409060202707e+02
4.054781000000010636e+02 3.603426042799887184e-03 2.769304077203851193e+02
4.055781000000010863e+02 3.636264619471811683e-03 2.751720723567713094e+02
4.056781000000011090e+02 3.669103196143736183e-03 2.734137369931574995e+02
4.057781000000011318e+02 3.701951107612914006e-03 2.716606147795351944e+02
4.058781000000011545e+02 3.734862204462371764e-03 2.699427793381643141e+02
4.059781000000011772e+02 3.767773301311829522e-03 2.682249438967933770e+02
4.060781000000012000e+02 3.800684398161287281e-03 2.665071084554224967e+02
4.061781000000012227e+02 3.833647748133881591e-03 2.648181439032155140e+02
4.062781000000012455e+02 3.866629715894956496e-03 2.631394660492086359e+02
4.063781000000012682e+02 3.899611683656031835e-03 2.614607881952017010e+02
4.064781000000012909e+02 3.932617574441668942e-03 2.597952127348344789e+02
4.065781000000013137e+02 3.965668645945086800e-03 2.581543822872784517e+02
4.066781000000013364e+02 3.998719717448503790e-03 2.565135518397223677e+02
4.067781000000013591e+02 4.031770788951921647e-03 2.548727213921663122e+02
4.068781000000013819e+02 4.064886070429809747e-03 2.532668361386929234e+02
4.069781000000014046e+02 4.098004377508587467e-03 2.516625975174009113e+02
4.070781000000014274e+02 4.131122684587366055e-03 2.500583588961089276e+02
4.071781000000014501e+02 4.164277779039510935e-03 2.484740968250843025e+02
4.072781000000014728e+02 4.197461352459751910e-03 2.469052996129414055e+02
4.073781000000014956e+02 4.230644925879993752e-03 2.453365024007985369e+02
4.074781000000015183e+02 4.263839404462564306e-03 2.437737059323384301e+02
4.075781000000015410e+02 4.297086181559214152e-03 2.422396875754307928e+02
4.076781000000015638e+02 4.330332958655863998e-03 2.407056692185231555e+02
4.077781000000015865e+02 4.363579735752513844e-03 2.391716508616154897e+02
4.078781000000016093e+02 4.396874222939923735e-03 2.376657580254455695e+02
4.079781000000016320e+02 4.430182054885707481e-03 2.361677320424385300e+02
4.080781000000016547e+02 4.463489886831492094e-03 2.346697060594314905e+02
4.081781000000016775e+02 4.496820675967198346e-03 2.331919410458146729e+02
4.082781000000017002e+02 4.530187325749886022e-03 2.317458250046214516e+02
4.083781000000017229e+02 4.563553975532572832e-03 2.302997089634282304e+02
4.084781000000017457e+02 4.596920625315259641e-03 2.288535929222350092e+02
4.085781000000017684e+02 4.630343720632855778e-03 2.274438756988893999e+02
4.086781000000017912e+02 4.663766861143032495e-03 2.260341876179113285e+02
4.087781000000018139e+02 4.697190001653209213e-03 2.246244995369332571e+02
4.088781000000018366e+02 4.730646013978368619e-03 2.232357521058034990e+02
4.089781000000018594e+02 4.764123219973713172e-03 2.218605058831275301e+02
4.090781000000018821e+02 4.797600425969056857e-03 2.204852596604515611e+02
4.091781000000019048e+02 4.831088814430375446e-03 2.191171359249146349e+02
4.092781000000019276e+02 4.864617552526977196e-03 2.177747122236138750e+02
4.093781000000019503e+02 4.898146290623579813e-03 2.164322885223131436e+02
4.094781000000019731e+02 4.931675028720181563e-03 2.150898648210123838e+02
4.095781000000019958e+02 4.965244153581082481e-03 2.137734660094922958e+02
4.096781000000020185e+02 4.998821776004515501e-03 2.124625429554917844e+02
4.097781000000020413e+02 5.032399398427948520e-03 2.111516199014912445e+02
4.098781000000020640e+02 5.065997060403009886e-03 2.098540849138338160e+02
4.099781000000020867e+02 5.099620777252267777e-03 2.085739567220355752e+02
4.100781000000021095e+02 5.133244494101525668e-03 2.072938285302373629e+02
4.101781000000021322e+02 5.166870109234800515e-03 2.060150418486508102e+02
4.102781000000021550e+02 5.200536968902610448e-03 2.047654025252849124e+02
4.103781000000021777e+02 5.234203828570420380e-03 2.035157632019189862e+02
4.104781000000022004e+02 5.267870688238230313e-03 2.022661238785530600e+02
4.105781000000022232e+02 5.301563678831872246e-03 2.010361725255048952e+02
4.106781000000022459e+02 5.335270555231429873e-03 1.998166832332524336e+02
4.107781000000022686e+02 5.368977431630987500e-03 1.985971939410000005e+02
4.108781000000022914e+02 5.402693910115398922e-03 1.973854471521937057e+02
4.109781000000023141e+02 5.436437476304623040e-03 1.961955421457747946e+02
4.110781000000023369e+02 5.470181042493846291e-03 1.950056371393558550e+02
4.111781000000023596e+02 5.503924608683070409e-03 1.938157321329369438e+02
4.112781000000023823e+02 5.537697079378332311e-03 1.926510078918527711e+02
4.113781000000024051e+02 5.571473822994396988e-03 1.914900060951468674e+02
4.114781000000024278e+02 5.605250566610460797e-03 1.903290042984409638e+02
4.115781000000024505e+02 5.639041476959916026e-03 1.891816713499274840e+02
4.116781000000024733e+02 5.672847747521914986e-03 1.880491587843263517e+02
4.117781000000024960e+02 5.706654018083913947e-03 1.869166462187251909e+02
4.118781000000025188e+02 5.740462599360934143e-03 1.857866144655603478e+02
4.119781000000025415e+02 5.774294748688975527e-03 1.846818856656174148e+02
4.120781000000025642e+02 5.808126898017017779e-03 1.835771568656744535e+02
4.121781000000025870e+02 5.841959047345059164e-03 1.824724280657314921e+02
4.122781000000026097e+02 5.875806951442411746e-03 1.813860516949582973e+02
4.123781000000026324e+02 5.909661656562042661e-03 1.803075977048439711e+02
4.124781000000026552e+02 5.943516361681673577e-03 1.792291437147296165e+02
4.125781000000026779e+02 5.977377270186007112e-03 1.781582810891706004e+02
4.126781000000027007e+02 6.011252157446708363e-03 1.771045249048104893e+02
4.127781000000027234e+02 6.045127044707410482e-03 1.760507687204503782e+02
4.128781000000027461e+02 6.079001931968112601e-03 1.749970125360902671e+02
4.129781000000027689e+02 6.112895101279349624e-03 1.739647351599705019e+02
4.130781000000027916e+02 6.146789934916213616e-03 1.729344131296643639e+02
4.131781000000028143e+02 6.180684768553077607e-03 1.719040910993581974e+02
4.132781000000028371e+02 6.214592208829070041e-03 1.708855079726931763e+02
4.133781000000028598e+02 6.248511020857046988e-03 1.698775138618173628e+02
4.134781000000028826e+02 6.282429832885024802e-03 1.688695197509415493e+02
4.135781000000029053e+02 6.316353493798051305e-03 1.678644948071669489e+02
4.136781000000029280e+02 6.350308223493052011e-03 1.668784945266656621e+02
4.137781000000029508e+02 6.384262953188052717e-03 1.658924942461643752e+02
4.138781000000029735e+02 6.418217682883053422e-03 1.649064939656630884e+02
4.139781000000029962e+02 6.452218296800692546e-03 1.639369527106587157e+02
4.140781000000030190e+02 6.486234662386613885e-03 1.629730617008793843e+02
4.141781000000030417e+02 6.520251027972534356e-03 1.620091706911000529e+02
4.142781000000030645e+02 6.554306151944327974e-03 1.610530139947417467e+02
4.143781000000030872e+02 6.588432212110015285e-03 1.601110127577537696e+02
4.144781000000031099e+02 6.622558272275701728e-03 1.591690115207657925e+02
4.145781000000031327e+02 6.656684332441389039e-03 1.582270102837778154e+02
4.146781000000031554e+02 6.690993650424508637e-03 1.573053138142282705e+02
4.147781000000031781e+02 6.725310045042560796e-03 1.563844014281550301e+02
4.148781000000032009e+02 6.759626439660612954e-03 1.554634890420818181e+02
4.149781000000032236e+02 6.794120113485322549e-03 1.545541365540601362e+02
4.150781000000032464e+02 6.828746263496594457e-03 1.536534224802089170e+02
4.151781000000032691e+02 6.863372413507866365e-03 1.527527084063576694e+02
4.152781000000032918e+02 6.898080780694528999e-03 1.518555526840320340e+02
4.153781000000033146e+02 6.933159892941356643e-03 1.509744427726233766e+02
4.154781000000033373e+02 6.968239005188185155e-03 1.500933328612147193e+02
4.155781000000033600e+02 7.003318117435012799e-03 1.492122229498060619e+02
4.156781000000033828e+02 7.038974063930185723e-03 1.483460204247697902e+02
4.157781000000034055e+02 7.074782423014333577e-03 1.474837567666756115e+02
4.158781000000034282e+02 7.110590782098482297e-03 1.466214931085814328e+02
4.159781000000034510e+02 7.146747916032016035e-03 1.457664369915690941e+02
4.160781000000034737e+02 7.183427776488867170e-03 1.449221831812540700e+02
4.161781000000034965e+02 7.220107636945717437e-03 1.440779293709390743e+02
4.162781000000035192e+02 7.256784811112854464e-03 1.432338456943078597e+02
4.163781000000035419e+02 7.293187734486791286e-03 1.424071314389599365e+02
4.164781000000035647e+02 7.329590657860728976e-03 1.415804171836120418e+02
4.165781000000035874e+02 7.365993581234665799e-03 1.407537029282641470e+02
4.166781000000036101e+02 7.402485682600080941e-03 1.399378666284513884e+02
4.167781000000036329e+02 7.439032627278075772e-03 1.391287201307496844e+02
4.168781000000036556e+02 7.475579571956070604e-03 1.383195736330479804e+02
4.169781000000036784e+02 7.512058836356781850e-03 1.375145247686984362e+02
4.170781000000037011e+02 7.548309444604666893e-03 1.367233196578854688e+02
4.171781000000037238e+02 7.584560052852551068e-03 1.359321145470725298e+02
4.172781000000037466e+02 7.620810661100435243e-03 1.351409094362595624e+02
4.173781000000037693e+02 7.656973968163408029e-03 1.343649621667820497e+02
4.174781000000037920e+02 7.693120398386342484e-03 1.335919645038626129e+02
4.175781000000038148e+02 7.729266828609277808e-03 1.328189668409431761e+02
4.176781000000038375e+02 7.765819591963734302e-03 1.320541964648660382e+02
4.177781000000038603e+02 7.802873643825498223e-03 1.312995759978669810e+02
4.178781000000038830e+02 7.839927695687263012e-03 1.305449555308679521e+02
4.179781000000039057e+02 7.876908506765869025e-03 1.297913727875510688e+02
4.180781000000039285e+02 7.912677632608191430e-03 1.290549579991742633e+02
4.181781000000039512e+02 7.948446758450513835e-03 1.283185432107974293e+02
4.182781000000039739e+02 7.984215884292836241e-03 1.275821284224206096e+02
4.183781000000039967e+02 8.020065559007178921e-03 1.268571455839957025e+02
4.184781000000040194e+02 8.055955505741108774e-03 1.261378783775941059e+02
4.185781000000040422e+02 8.091845452475036893e-03 1.254186111711924951e+02
4.186781000000040649e+02 8.128157739837887572e-03 1.247036623655763634e+02
4.187781000000040876e+02 8.165576908922670546e-03 1.240000313413198825e+02
4.188781000000041104e+02 8.202996078007451786e-03 1.232964003170634157e+02
4.189781000000041331e+02 8.240415247092234760e-03 1.225927692928069348e+02
4.190781000000041558e+02 8.276079010502359820e-03 1.219018736373878085e+02
4.191781000000041786e+02 8.311516193232504346e-03 1.212126218119805117e+02
4.192781000000042013e+02 8.346953375962648872e-03 1.205233699865732149e+02
4.193781000000042241e+02 8.382557897384198750e-03 1.198406710048421786e+02
4.194781000000042468e+02 8.418332810580542516e-03 1.191646444229880046e+02
4.195781000000042695e+02 8.454107723776884548e-03 1.184886178411338307e+02
4.196781000000042923e+02 8.490086672674701518e-03 1.178138648906128907e+02
4.197781000000043150e+02 8.527804783027150004e-03 1.171499681309750684e+02
4.198781000000043377e+02 8.565522893379598490e-03 1.164860713713372462e+02
4.199781000000043605e+02 8.603241003732048711e-03 1.158221746116994240e+02
4.200781000000043832e+02 8.639263435447561146e-03 1.151664150060968979e+02
4.201781000000044060e+02 8.674608208029592135e-03 1.145139073237258600e+02
4.202781000000044287e+02 8.709952980611621390e-03 1.138613996413548222e+02
4.203781000000044514e+02 8.745460172799467483e-03 1.132124429588678964e+02
4.204781000000044742e+02 8.781305823063035795e-03 1.125708860270554368e+02
4.205781000000044969e+02 8.817151473326605843e-03 1.119293290952429629e+02
4.206781000000045196e+02 8.852997123590174156e-03 1.112877721634305033e+02
4.207781000000045424e+02 8.890834326212430569e-03 1.106560495839015061e+02
4.208781000000045651e+02 8.928812784724918239e-03 1.100250245306919226e+02
4.209781000000045879e+02 8.966791243237404174e-03 1.093939994774823248e+02
4.210781000000046106e+02 9.003407326786210668e-03 1.087685596351103783e+02
4.211781000000046333e+02 9.038881419556847943e-03 1.081478015135867707e+02
