# lambda	calibration	sensitivity
4.274077760000000126e+02 1.574731096965027721e-02 5.843581461246395037e+01
4.275077760000000353e+02 1.589555118101218176e-02 5.808644617758012174e+01
4.276077760000000580e+02 1.604379139237408630e-02 5.773707774269628601e+01
4.277077760000000808e+02 1.619203160373599085e-02 5.738770930781245738e+01
4.278077760000001035e+02 1.634037485979005638e-02 5.704342384594747983e+01
4.279077760000001263e+02 1.648878413545411259e-02 5.670239498943747947e+01
4.280077760000001490e+02 1.663719341111816533e-02 5.636136613292748621e+01
4.281077760000001717e+02 1.678564061557811724e-02 5.602212234959699799e+01
4.282077760000001945e+02 1.693422308209101973e-02 5.568924451217147720e+01
4.283077760000002172e+02 1.708280554860391875e-02 5.535636667474595640e+01
4.284077760000002399e+02 1.723138801511682125e-02 5.502348883732042850e+01
4.285077760000002627e+02 1.738011652809300089e-02 5.469717927833503524e+01
4.286077760000002854e+02 1.752887527490291919e-02 5.437222945264182528e+01
4.287077760000003082e+02 1.767763402171284096e-02 5.404727962694861532e+01
4.288077760000003309e+02 1.782647093055064746e-02 5.372568963781201035e+01
4.289077760000003536e+02 1.797540813355337150e-02 5.340841084697479602e+01
4.290077760000003764e+02 1.812434533655609900e-02 5.309113205613757458e+01
4.291077760000003991e+02 1.827329112935958261e-02 5.277420645257156195e+01
4.292077760000004218e+02 1.842240818581200243e-02 5.246432270510059226e+01
4.293077760000004446e+02 1.857152524226441878e-02 5.215443895762962256e+01
4.294077760000004673e+02 1.872064229871683860e-02 5.184455521015865287e+01
4.295077760000004901e+02 1.886987804711065184e-02 5.153934466837784356e+01
4.296077760000005128e+02 1.901917568130104610e-02 5.123657072889136543e+01
4.297077760000005355e+02 1.916847331549144384e-02 5.093379678940488731e+01
4.298077760000005583e+02 1.931781922433985221e-02 5.063284455524110683e+01
4.299077760000005810e+02 1.946729760156822378e-02 5.033689118306400445e+01
4.300077760000006037e+02 1.961677597879659535e-02 5.004093781088690918e+01
4.301077760000006265e+02 1.976625435602496692e-02 4.974498443870981390e+01
4.302077760000006492e+02 1.991589083759197354e-02 4.945472570541421931e+01
4.303077760000006720e+02 2.006554964155453022e-02 4.916527098535912188e+01
4.304077760000006947e+02 2.021520844551709037e-02 4.887581626530401735e+01
4.305077760000007174e+02 2.036495460730466597e-02 4.858937621542330021e+01
4.306077760000007402e+02 2.051479312659774956e-02 4.830612337192261663e+01
4.307077760000007629e+02 2.066463164589083315e-02 4.802287052842193305e+01
4.308077760000007856e+02 2.081448727866043458e-02 4.774018478268570931e+01
4.309077760000008084e+02 2.096450451011427213e-02 4.746285401274818838e+01
4.310077760000008311e+02 2.111452174156810968e-02 4.718552324281067456e+01
4.311077760000008539e+02 2.126453897302194723e-02 4.690819247287316074e+01
4.312077760000008766e+02 2.141468147505920863e-02 4.663483796555797056e+01
4.313077760000008993e+02 2.156487620393911578e-02 4.636314121089800722e+01
4.314077760000009221e+02 2.171507093281902293e-02 4.609144445623803676e+01
4.315077760000009448e+02 2.186532117592640892e-02 4.582143518445983688e+01
4.316077760000009675e+02 2.201569203421231691e-02 4.555509228900137231e+01
4.317077760000009903e+02 2.216606289249822490e-02 4.528874939354290774e+01
4.318077760000010130e+02 2.231643375078413635e-02 4.502240649808443607e+01
4.319077760000010358e+02 2.246696617417381220e-02 4.476080450733947913e+01
4.320077760000010585e+02 2.261751169932505606e-02 4.449958696968321448e+01
4.321077760000010812e+02 2.276805722447629993e-02 4.423836943202694982e+01
4.322077760000011040e+02 2.291869530726399137e-02 4.397979721495324412e+01
4.323077760000011267e+02 2.306941400242111528e-02 4.372352891971967637e+01
4.324077760000011494e+02 2.322013269757823919e-02 4.346726062448610861e+01
4.325077760000011722e+02 2.337087621844842825e-02 4.321168773011356734e+01
4.326077760000011949e+02 2.352176661090868773e-02 4.296022890206976541e+01
4.327077760000012177e+02 2.367265700336894374e-02 4.270877007402597059e+01
4.328077760000012404e+02 2.382354739582920322e-02 4.245731124598217576e+01
4.329077760000012631e+02 2.397456627091616721e-02 4.220938792396049166e+01
4.330077760000012859e+02 2.412562697438742909e-02 4.196261560973172067e+01
4.331077760000013086e+02 2.427668767785869097e-02 4.171584329550295678e+01
4.332077760000013313e+02 2.442780994142498135e-02 4.147075855842329872e+01
4.333077760000013541e+02 2.457903967316375088e-02 4.122861989918917658e+01
4.334077760000013768e+02 2.473026940490252040e-02 4.098648123995505443e+01
4.335077760000013996e+02 2.488149913664128993e-02 4.074434258072093229e+01
4.336077760000014223e+02 2.503289238476919670e-02 4.050676383480420384e+01
4.337077760000014450e+02 2.518428999781098174e-02 4.026930681141949719e+01
4.338077760000014678e+02 2.533568761085276677e-02 4.003184978803479055e+01
4.339077760000014905e+02 2.548718272224923323e-02 3.979720028104240015e+01
4.340077760000015132e+02 2.563874725308848412e-02 3.956454974340908137e+01
4.341077760000015360e+02 2.579031178392773155e-02 3.933189920577576260e+01
4.342077760000015587e+02 2.594190847722060989e-02 3.910023294394224536e+01
4.343077760000015815e+02 2.609363913643603095e-02 3.887266647552235810e+01
4.344077760000016042e+02 2.624536979565145201e-02 3.864510000710246374e+01
4.345077760000016269e+02 2.639710045486686960e-02 3.841753353868257648e+01
4.346077760000016497e+02 2.654896415263094736e-02 3.819454915933662420e+01
4.347077760000016724e+02 2.670086033208705564e-02 3.797268350841679307e+01
4.348077760000016951e+02 2.685275651154316046e-02 3.775081785749695484e+01
4.349077760000017179e+02 2.700472095854304644e-02 3.753190195043251265e+01
