# lambda	calibration	sensitivity
4.006780999999999722e+02 4.169020163605851800e-03 1.885368799960525621e+02
4.007780999999999949e+02 4.230279003351685232e-03 1.873511309811509022e+02
4.008781000000000176e+02 4.291537843097518665e-03 1.861653819662492424e+02
4.009781000000000404e+02 4.352796682843352964e-03 1.849796329513475825e+02
4.010781000000000631e+02 4.414135363560471245e-03 1.838108510632922616e+02
4.011781000000000859e+02 4.475525305065393249e-03 1.826529626836062619e+02
4.012781000000001086e+02 4.536915246570316120e-03 1.814950743039202621e+02
4.013781000000001313e+02 4.598334243888879506e-03 1.803430843221848932e+02
4.014781000000001541e+02 4.659857984498797477e-03 1.792123574729400843e+02
4.015781000000001768e+02 4.721381725108715448e-03 1.780816306236952471e+02
4.016781000000001995e+02 4.782905465718633418e-03 1.769509037744504099e+02
4.017781000000002223e+02 4.844541261064116457e-03 1.758420430496675237e+02
4.018781000000002450e+02 4.906200754839735306e-03 1.747378067864952698e+02
4.019781000000002678e+02 4.967860248615355023e-03 1.736335705233230158e+02
4.020781000000002905e+02 5.029579217585379569e-03 1.725405385267292786e+02
4.021781000000003132e+02 5.091375750979443976e-03 1.714621185459957644e+02
4.022781000000003360e+02 5.153172284373508383e-03 1.703836985652622502e+02
4.023781000000003587e+02 5.214974684298723413e-03 1.693063483771601909e+02
4.024781000000003814e+02 5.276908929691633866e-03 1.682530408995102675e+02
4.025781000000004042e+02 5.338843175084543452e-03 1.671997334218603442e+02
4.026781000000004269e+02 5.400777420477453038e-03 1.661464259442104492e+02
4.027781000000004497e+02 5.462801404819296776e-03 1.651090094772752934e+02
4.028781000000004724e+02 5.524873459955953990e-03 1.640801054068471387e+02
4.029781000000004951e+02 5.586945515092610337e-03 1.630512013364189841e+02
4.030781000000005179e+02 5.649053256291080606e-03 1.620284562243145103e+02
4.031781000000005406e+02 5.711262692324768631e-03 1.610232623414577233e+02
4.032781000000005633e+02 5.773472128358456655e-03 1.600180684586009363e+02
4.033781000000005861e+02 5.835681564392144680e-03 1.590128745757441493e+02
4.034781000000006088e+02 5.898009433077043041e-03 1.580276654233366855e+02
4.035781000000006316e+02 5.960355312257284779e-03 1.570454954234858747e+02
4.036781000000006543e+02 6.022701191437527385e-03 1.560633254236350353e+02
4.037781000000006770e+02 6.085111490484448882e-03 1.550918183791883393e+02
4.038781000000006998e+02 6.147592421796090577e-03 1.541320025835386787e+02
4.039781000000007225e+02 6.210073353107733139e-03 1.531721867878890180e+02
4.040781000000007452e+02 6.272565678023784598e-03 1.522142262211617663e+02
4.041781000000007680e+02 6.335179867866524116e-03 1.512761090093983114e+02
4.042781000000007907e+02 6.397794057709263633e-03 1.503379917976348281e+02
4.043781000000008135e+02 6.460408247552003151e-03 1.493998745858713448e+02
4.044781000000008362e+02 6.523113359681762327e-03 1.484763907905848725e+02
4.045781000000008589e+02 6.585858603009783589e-03 1.475593658796614989e+02
4.046781000000008817e+02 6.648603846337805719e-03 1.466423409687381252e+02
4.047781000000009044e+02 6.711387978391962147e-03 1.457315334415561097e+02
4.048781000000009271e+02 6.774261707285563622e-03 1.448350503211675857e+02
4.049781000000009499e+02 6.837135436179165096e-03 1.439385672007790333e+02
4.050781000000009726e+02 6.900009165072766570e-03 1.430420840803905094e+02
4.051781000000009954e+02 6.962997393289350155e-03 1.421638459563990580e+02
